segment_id,forecast_as_of,day,date,survival_probability,failure_probability_by_day
SEG-014,2025-11-21,20,2025-12-11,0.99578403,0.00421597
SEG-014,2025-11-21,21,2025-12-12,0.99557295,0.00442705
SEG-014,2025-11-21,22,2025-12-13,0.99536184,0.00463816
SEG-014,2025-11-21,23,2025-12-14,0.99515071,0.00484929
SEG-014,2025-11-21,24,2025-12-15,0.99493955,0.00506045
SEG-014,2025-11-21,25,2025-12-16,0.99472836,0.00527164
SEG-014,2025-11-21,26,2025-12-17,0.99451715,0.00548285
SEG-014,2025-11-21,27,2025-12-18,0.99430591,0.00569409
SEG-014,2025-11-21,28,2025-12-19,0.99409465,0.00590535
SEG-014,2025-11-21,29,2025-12-20,0.99388337,0.00611663
SEG-014,2025-11-21,30,2025-12-21,0.99367205,0.00632795
SEG-015,2025-11-21,1,2025-11-22,0.999897,0.000103
SEG-015,2025-11-21,2,2025-11-23,0.99979398,0.00020602
SEG-015,2025-11-21,3,2025-11-24,0.99969093,0.00030907
SEG-015,2025-11-21,4,2025-11-25,0.99958785,0.00041215
SEG-015,2025-11-21,5,2025-11-26,0.99948475,0.00051525
SEG-015,2025-11-21,6,2025-11-27,0.99938163,0.00061837
SEG-015,2025-11-21,7,2025-11-28,0.99927848,0.00072152
SEG-015,2025-11-21,8,2025-11-29,0.99917531,0.00082469
SEG-015,2025-11-21,9,2025-11-30,0.99907211,0.00092789
SEG-015,2025-11-21,10,2025-12-01,0.99896889,0.00103111
SEG-015,2025-11-21,11,2025-12-02,0.99886564,0.00113436
SEG-015,2025-11-21,12,2025-12-03,0.99876237,0.00123763
SEG-015,2025-11-21,13,2025-12-04,0.99865908,0.00134092
SEG-015,2025-11-21,14,2025-12-05,0.99855575,0.00144425
SEG-015,2025-11-21,15,2025-12-06,0.99845241,0.00154759
SEG-015,2025-11-21,16,2025-12-07,0.99834904,0.00165096
SEG-015,2025-11-21,17,2025-12-08,0.99824565,0.00175435
SEG-015,2025-11-21,18,2025-12-09,0.99814223,0.00185777
SEG-015,2025-11-21,19,2025-12-10,0.99803879,0.00196121
SEG-015,2025-11-21,20,2025-12-11,0.99793532,0.00206468
SEG-015,2025-11-21,21,2025-12-12,0.99783183,0.00216817
SEG-015,2025-11-21,22,2025-12-13,0.99772832,0.00227168
SEG-015,2025-11-21,23,2025-12-14,0.99762478,0.00237522
SEG-015,2025-11-21,24,2025-12-15,0.99752122,0.00247878
SEG-015,2025-11-21,25,2025-12-16,0.99741764,0.00258236
SEG-015,2025-11-21,26,2025-12-17,0.99731403,0.00268597
SEG-015,2025-11-21,27,2025-12-18,0.99721039,0.00278961
SEG-015,2025-11-21,28,2025-12-19,0.99710674,0.00289326
SEG-015,2025-11-21,29,2025-12-20,0.99700305,0.00299695
SEG-015,2025-11-21,30,2025-12-21,0.99689935,0.00310065
SEG-016,2025-11-21,1,2025-11-22,0.99985759,0.00014241
SEG-016,2025-11-21,2,2025-11-23,0.99971515,0.00028485
SEG-016,2025-11-21,3,2025-11-24,0.99957269,0.00042731
SEG-016,2025-11-21,4,2025-11-25,0.99943019,0.00056981
SEG-016,2025-11-21,5,2025-11-26,0.99928767,0.00071233
SEG-016,2025-11-21,6,2025-11-27,0.99914512,0.00085488
SEG-016,2025-11-21,7,2025-11-28,0.99900253,0.00099747
SEG-016,2025-11-21,8,2025-11-29,0.99885992,0.00114008
SEG-016,2025-11-21,9,2025-11-30,0.99871729,0.00128271
SEG-016,2025-11-21,10,2025-12-01,0.99857462,0.00142538
SEG-016,2025-11-21,11,2025-12-02,0.99843193,0.00156807
SEG-016,2025-11-21,12,2025-12-03,0.9982892,0.0017108
SEG-016,2025-11-21,13,2025-12-04,0.99814645,0.00185355
SEG-016,2025-11-21,14,2025-12-05,0.99800367,0.00199633
SEG-016,2025-11-21,15,2025-12-06,0.99786087,0.00213913
SEG-016,2025-11-21,16,2025-12-07,0.99771803,0.00228197
SEG-016,2025-11-21,17,2025-12-08,0.99757517,0.00242483
SEG-016,2025-11-21,18,2025-12-09,0.99743228,0.00256772
SEG-016,2025-11-21,19,2025-12-10,0.99728936,0.00271064
SEG-016,2025-11-21,20,2025-12-11,0.99714641,0.00285359
SEG-016,2025-11-21,21,2025-12-12,0.99700344,0.00299656
SEG-016,2025-11-21,22,2025-12-13,0.99686044,0.00313956
SEG-016,2025-11-21,23,2025-12-14,0.99671741,0.00328259
SEG-016,2025-11-21,24,2025-12-15,0.99657435,0.00342565
SEG-016,2025-11-21,25,2025-12-16,0.99643127,0.00356873
SEG-016,2025-11-21,26,2025-12-17,0.99628816,0.00371184
SEG-016,2025-11-21,27,2025-12-18,0.99614502,0.00385498
SEG-016,2025-11-21,28,2025-12-19,0.99600185,0.00399815
SEG-016,2025-11-21,29,2025-12-20,0.99585866,0.00414134
SEG-016,2025-11-21,30,2025-12-21,0.99571544,0.00428456
SEG-017,2025-11-21,1,2025-11-22,0.99982016,0.00017984
SEG-017,2025-11-21,2,2025-11-23,0.99964028,0.00035972
SEG-017,2025-11-21,3,2025-11-24,0.99946038,0.00053962
SEG-017,2025-11-21,4,2025-11-25,0.99928045,0.00071955
SEG-017,2025-11-21,5,2025-11-26,0.99910049,0.00089951
SEG-017,2025-11-21,6,2025-11-27,0.9989205,0.0010795
SEG-017,2025-11-21,7,2025-11-28,0.99874048,0.00125952
SEG-017,2025-11-21,8,2025-11-29,0.99856043,0.00143957
SEG-017,2025-11-21,9,2025-11-30,0.99838035,0.00161965
SEG-017,2025-11-21,10,2025-12-01,0.99820024,0.00179976
SEG-017,2025-11-21,11,2025-12-02,0.99802011,0.00197989
SEG-017,2025-11-21,12,2025-12-03,0.99783994,0.00216006
SEG-017,2025-11-21,13,2025-12-04,0.99765975,0.00234025
SEG-017,2025-11-21,14,2025-12-05,0.99747952,0.00252048
SEG-017,2025-11-21,15,2025-12-06,0.99729927,0.00270073
SEG-017,2025-11-21,16,2025-12-07,0.99711899,0.00288101
SEG-017,2025-11-21,17,2025-12-08,0.99693868,0.00306132
SEG-017,2025-11-21,18,2025-12-09,0.99675835,0.00324165
SEG-017,2025-11-21,19,2025-12-10,0.99657798,0.00342202
SEG-017,2025-11-21,20,2025-12-11,0.99639759,0.00360241
SEG-017,2025-11-21,21,2025-12-12,0.99621717,0.00378283
SEG-017,2025-11-21,22,2025-12-13,0.99603672,0.00396328
SEG-017,2025-11-21,23,2025-12-14,0.99585624,0.00414376
SEG-017,2025-11-21,24,2025-12-15,0.99567574,0.00432426
SEG-017,2025-11-21,25,2025-12-16,0.99549521,0.00450479
SEG-017,2025-11-21,26,2025-12-17,0.99531465,0.00468535
SEG-017,2025-11-21,27,2025-12-18,0.99513406,0.00486594
SEG-017,2025-11-21,28,2025-12-19,0.99495345,0.00504655
SEG-017,2025-11-21,29,2025-12-20,0.9947728,0.0052272
SEG-017,2025-11-21,30,2025-12-21,0.99459213,0.00540787
SEG-018,2025-11-21,1,2025-11-22,0.99867942,0.00132058
SEG-018,2025-11-21,2,2025-11-23,0.99736013,0.00263987
SEG-018,2025-11-21,3,2025-11-24,0.99604213,0.00395787
SEG-018,2025-11-21,4,2025-11-25,0.99472541,0.00527459
SEG-018,2025-11-21,5,2025-11-26,0.99340999,0.00659001
SEG-018,2025-11-21,6,2025-11-27,0.99209585,0.00790415
SEG-018,2025-11-21,7,2025-11-28,0.990783,0.009217
SEG-018,2025-11-21,8,2025-11-29,0.98947144,0.01052856
SEG-018,2025-11-21,9,2025-11-30,0.98816117,0.01183883
SEG-018,2025-11-21,10,2025-12-01,0.98685219,0.01314781
SEG-018,2025-11-21,11,2025-12-02,0.98554449,0.01445551
SEG-018,2025-11-21,12,2025-12-03,0.98423808,0.01576192
SEG-018,2025-11-21,13,2025-12-04,0.98293296,0.01706704
SEG-018,2025-11-21,14,2025-12-05,0.98162913,0.01837087
SEG-018,2025-11-21,15,2025-12-06,0.98032659,0.01967341
SEG-018,2025-11-21,16,2025-12-07,0.97902533,0.02097467
SEG-018,2025-11-21,17,2025-12-08,0.97772537,0.02227463
SEG-018,2025-11-21,18,2025-12-09,0.97642669,0.02357331
SEG-018,2025-11-21,19,2025-12-10,0.9751293,0.0248707
SEG-018,2025-11-21,20,2025-12-11,0.97383319,0.02616681
SEG-018,2025-11-21,21,2025-12-12,0.97253838,0.02746162
SEG-018,2025-11-21,22,2025-12-13,0.97124485,0.02875515
SEG-018,2025-11-21,23,2025-12-14,0.9699526,0.0300474
SEG-018,2025-11-21,24,2025-12-15,0.96866165,0.03133835
SEG-018,2025-11-21,25,2025-12-16,0.96737198,0.03262802
SEG-018,2025-11-21,26,2025-12-17,0.9660836,0.0339164
SEG-018,2025-11-21,27,2025-12-18,0.96479651,0.03520349
SEG-018,2025-11-21,28,2025-12-19,0.9635107,0.0364893
SEG-018,2025-11-21,29,2025-12-20,0.96222619,0.03777381
SEG-018,2025-11-21,30,2025-12-21,0.96094295,0.03905705
SEG-019,2025-11-21,1,2025-11-22,0.99983789,0.00016211
SEG-019,2025-11-21,2,2025-11-23,0.99967575,0.00032425
SEG-019,2025-11-21,3,2025-11-24,0.99951357,0.00048643
SEG-019,2025-11-21,4,2025-11-25,0.99935137,0.00064863
SEG-019,2025-11-21,5,2025-11-26,0.99918914,0.00081086
SEG-019,2025-11-21,6,2025-11-27,0.99902688,0.00097312
SEG-019,2025-11-21,7,2025-11-28,0.99886459,0.00113541
SEG-019,2025-11-21,8,2025-11-29,0.99870227,0.00129773
SEG-019,2025-11-21,9,2025-11-30,0.99853993,0.00146007
SEG-019,2025-11-21,10,2025-12-01,0.99837755,0.00162245
SEG-019,2025-11-21,11,2025-12-02,0.99821514,0.00178486
SEG-019,2025-11-21,12,2025-12-03,0.99805271,0.00194729
SEG-019,2025-11-21,13,2025-12-04,0.99789024,0.00210976
SEG-019,2025-11-21,14,2025-12-05,0.99772775,0.00227225
SEG-019,2025-11-21,15,2025-12-06,0.99756523,0.00243477
SEG-019,2025-11-21,16,2025-12-07,0.99740268,0.00259732
SEG-019,2025-11-21,17,2025-12-08,0.9972401,0.0027599
SEG-019,2025-11-21,18,2025-12-09,0.9970775,0.0029225
SEG-019,2025-11-21,19,2025-12-10,0.99691486,0.00308514
SEG-019,2025-11-21,20,2025-12-11,0.9967522,0.0032478
SEG-019,2025-11-21,21,2025-12-12,0.99658951,0.00341049
SEG-019,2025-11-21,22,2025-12-13,0.99642679,0.00357321
SEG-019,2025-11-21,23,2025-12-14,0.99626404,0.00373596
SEG-019,2025-11-21,24,2025-12-15,0.99610127,0.00389873
SEG-019,2025-11-21,25,2025-12-16,0.99593846,0.00406154
SEG-019,2025-11-21,26,2025-12-17,0.99577563,0.00422437
SEG-019,2025-11-21,27,2025-12-18,0.99561277,0.00438723
SEG-019,2025-11-21,28,2025-12-19,0.99544989,0.00455011
SEG-019,2025-11-21,29,2025-12-20,0.99528697,0.00471303
SEG-019,2025-11-21,30,2025-12-21,0.99512403,0.00487597
SEG-020,2025-11-21,1,2025-11-22,0.99941669,0.00058331
SEG-020,2025-11-21,2,2025-11-23,0.99883351,0.00116649
SEG-020,2025-11-21,3,2025-11-24,0.99825048,0.00174952
SEG-020,2025-11-21,4,2025-11-25,0.99766758,0.00233242
SEG-020,2025-11-21,5,2025-11-26,0.99708483,0.00291517
SEG-020,2025-11-21,6,2025-11-27,0.99650221,0.00349779
SEG-020,2025-11-21,7,2025-11-28,0.99591974,0.00408026
SEG-020,2025-11-21,8,2025-11-29,0.9953374,0.0046626
SEG-020,2025-11-21,9,2025-11-30,0.99475521,0.00524479
SEG-020,2025-11-21,10,2025-12-01,0.99417316,0.00582684
SEG-020,2025-11-21,11,2025-12-02,0.99359125,0.00640875
SEG-020,2025-11-21,12,2025-12-03,0.99300949,0.00699051
SEG-020,2025-11-21,13,2025-12-04,0.99242787,0.00757213
SEG-020,2025-11-21,14,2025-12-05,0.99184639,0.00815361
SEG-020,2025-11-21,15,2025-12-06,0.99126505,0.00873495
SEG-020,2025-11-21,16,2025-12-07,0.99068386,0.00931614
SEG-020,2025-11-21,17,2025-12-08,0.99010281,0.00989719
SEG-020,2025-11-21,18,2025-12-09,0.98952191,0.01047809
SEG-020,2025-11-21,19,2025-12-10,0.98894115,0.01105885
SEG-020,2025-11-21,20,2025-12-11,0.98836054,0.01163946
SEG-020,2025-11-21,21,2025-12-12,0.98778007,0.01221993
SEG-020,2025-11-21,22,2025-12-13,0.98719975,0.01280025
SEG-020,2025-11-21,23,2025-12-14,0.98661958,0.01338042
SEG-020,2025-11-21,24,2025-12-15,0.98603955,0.01396045
SEG-020,2025-11-21,25,2025-12-16,0.98545967,0.01454033
SEG-020,2025-11-21,26,2025-12-17,0.98487993,0.01512007
SEG-020,2025-11-21,27,2025-12-18,0.98430035,0.01569965
SEG-020,2025-11-21,28,2025-12-19,0.98372091,0.01627909
SEG-020,2025-11-21,29,2025-12-20,0.98314162,0.01685838
SEG-020,2025-11-21,30,2025-12-21,0.98256249,0.01743751
SEG-021,2025-11-21,1,2025-11-22,0.99942707,0.00057293
SEG-021,2025-11-21,2,2025-11-23,0.99885427,0.00114573
SEG-021,2025-11-21,3,2025-11-24,0.9982816,0.0017184
SEG-021,2025-11-21,4,2025-11-25,0.99770906,0.00229094
SEG-021,2025-11-21,5,2025-11-26,0.99713665,0.00286335
SEG-021,2025-11-21,6,2025-11-27,0.99656438,0.00343562
SEG-021,2025-11-21,7,2025-11-28,0.99599224,0.00400776
SEG-021,2025-11-21,8,2025-11-29,0.99542022,0.00457978
SEG-021,2025-11-21,9,2025-11-30,0.99484835,0.00515165
SEG-021,2025-11-21,10,2025-12-01,0.9942766,0.0057234
SEG-021,2025-11-21,11,2025-12-02,0.99370499,0.00629501
SEG-021,2025-11-21,12,2025-12-03,0.99313352,0.00686648
SEG-021,2025-11-21,13,2025-12-04,0.99256217,0.00743783
SEG-021,2025-11-21,14,2025-12-05,0.99199097,0.00800903
SEG-021,2025-11-21,15,2025-12-06,0.99141989,0.00858011
SEG-021,2025-11-21,16,2025-12-07,0.99084896,0.00915104
SEG-021,2025-11-21,17,2025-12-08,0.99027816,0.00972184
SEG-021,2025-11-21,18,2025-12-09,0.98970749,0.01029251
SEG-021,2025-11-21,19,2025-12-10,0.98913696,0.01086304
SEG-021,2025-11-21,20,2025-12-11,0.98856657,0.01143343
SEG-021,2025-11-21,21,2025-12-12,0.98799632,0.01200368
SEG-021,2025-11-21,22,2025-12-13,0.9874262,0.0125738
SEG-021,2025-11-21,23,2025-12-14,0.98685622,0.01314378
SEG-021,2025-11-21,24,2025-12-15,0.98628638,0.01371362
SEG-021,2025-11-21,25,2025-12-16,0.98571668,0.01428332
SEG-021,2025-11-21,26,2025-12-17,0.98514712,0.01485288
SEG-021,2025-11-21,27,2025-12-18,0.98457769,0.01542231
SEG-021,2025-11-21,28,2025-12-19,0.98400841,0.01599159
SEG-021,2025-11-21,29,2025-12-20,0.98343927,0.01656073
SEG-021,2025-11-21,30,2025-12-21,0.98287026,0.01712974
SEG-022,2025-11-21,1,2025-11-22,0.99952788,0.00047212
SEG-022,2025-11-21,2,2025-11-23,0.99905581,0.00094419
SEG-022,2025-11-21,3,2025-11-24,0.99858381,0.00141619
SEG-022,2025-11-21,4,2025-11-25,0.99811186,0.00188814
SEG-022,2025-11-21,5,2025-11-26,0.99763998,0.00236002
SEG-022,2025-11-21,6,2025-11-27,0.99716815,0.00283185
SEG-022,2025-11-21,7,2025-11-28,0.99669639,0.00330361
SEG-022,2025-11-21,8,2025-11-29,0.99622469,0.00377531
SEG-022,2025-11-21,9,2025-11-30,0.99575306,0.00424694
SEG-022,2025-11-21,10,2025-12-01,0.99528148,0.00471852
SEG-022,2025-11-21,11,2025-12-02,0.99480997,0.00519003
SEG-022,2025-11-21,12,2025-12-03,0.99433852,0.00566148
SEG-022,2025-11-21,13,2025-12-04,0.99386713,0.00613287
SEG-022,2025-11-21,14,2025-12-05,0.99339581,0.00660419
SEG-022,2025-11-21,15,2025-12-06,0.99292455,0.00707545
SEG-022,2025-11-21,16,2025-12-07,0.99245335,0.00754665
SEG-022,2025-11-21,17,2025-12-08,0.99198222,0.00801778
SEG-022,2025-11-21,18,2025-12-09,0.99151115,0.00848885
SEG-022,2025-11-21,19,2025-12-10,0.99104015,0.00895985
SEG-022,2025-11-21,20,2025-12-11,0.99056922,0.00943078
SEG-022,2025-11-21,21,2025-12-12,0.99009834,0.00990166
SEG-022,2025-11-21,22,2025-12-13,0.98962754,0.01037246
SEG-022,2025-11-21,23,2025-12-14,0.9891568,0.0108432
SEG-022,2025-11-21,24,2025-12-15,0.98868613,0.01131387
SEG-022,2025-11-21,25,2025-12-16,0.98821552,0.01178448
SEG-022,2025-11-21,26,2025-12-17,0.98774498,0.01225502
SEG-022,2025-11-21,27,2025-12-18,0.98727451,0.01272549
SEG-022,2025-11-21,28,2025-12-19,0.9868041,0.0131959
SEG-022,2025-11-21,29,2025-12-20,0.98633377,0.01366623
SEG-022,2025-11-21,30,2025-12-21,0.9858635,0.0141365
SEG-023,2025-11-21,1,2025-11-22,0.99986688,0.00013312
SEG-023,2025-11-21,2,2025-11-23,0.99973374,0.00026626
SEG-023,2025-11-21,3,2025-11-24,0.99960056,0.00039944
SEG-023,2025-11-21,4,2025-11-25,0.99946736,0.00053264
SEG-023,2025-11-21,5,2025-11-26,0.99933413,0.00066587
SEG-023,2025-11-21,6,2025-11-27,0.99920087,0.00079913
SEG-023,2025-11-21,7,2025-11-28,0.99906758,0.00093242
SEG-023,2025-11-21,8,2025-11-29,0.99893427,0.00106573
SEG-023,2025-11-21,9,2025-11-30,0.99880093,0.00119907
SEG-023,2025-11-21,10,2025-12-01,0.99866756,0.00133244
SEG-023,2025-11-21,11,2025-12-02,0.99853416,0.00146584
SEG-023,2025-11-21,12,2025-12-03,0.99840073,0.00159927
SEG-023,2025-11-21,13,2025-12-04,0.99826728,0.00173272
SEG-023,2025-11-21,14,2025-12-05,0.9981338,0.0018662
SEG-023,2025-11-21,15,2025-12-06,0.99800029,0.00199971
SEG-023,2025-11-21,16,2025-12-07,0.99786676,0.00213324
SEG-023,2025-11-21,17,2025-12-08,0.99773319,0.00226681
SEG-023,2025-11-21,18,2025-12-09,0.9975996,0.0024004
SEG-023,2025-11-21,19,2025-12-10,0.99746599,0.00253401
SEG-023,2025-11-21,20,2025-12-11,0.99733234,0.00266766
SEG-023,2025-11-21,21,2025-12-12,0.99719867,0.00280133
SEG-023,2025-11-21,22,2025-12-13,0.99706497,0.00293503
SEG-023,2025-11-21,23,2025-12-14,0.99693125,0.00306875
SEG-023,2025-11-21,24,2025-12-15,0.9967975,0.0032025
SEG-023,2025-11-21,25,2025-12-16,0.99666372,0.00333628
SEG-023,2025-11-21,26,2025-12-17,0.99652991,0.00347009
SEG-023,2025-11-21,27,2025-12-18,0.99639608,0.00360392
SEG-023,2025-11-21,28,2025-12-19,0.99626222,0.00373778
SEG-023,2025-11-21,29,2025-12-20,0.99612834,0.00387166
SEG-023,2025-11-21,30,2025-12-21,0.99599442,0.00400558
SEG-024,2025-11-21,1,2025-11-22,0.99956836,0.00043164
SEG-024,2025-11-21,2,2025-11-23,0.99913675,0.00086325
SEG-024,2025-11-21,3,2025-11-24,0.99870518,0.00129482
SEG-024,2025-11-21,4,2025-11-25,0.99827365,0.00172635
SEG-024,2025-11-21,5,2025-11-26,0.99784215,0.00215785
SEG-024,2025-11-21,6,2025-11-27,0.9974107,0.0025893
SEG-024,2025-11-21,7,2025-11-28,0.99697928,0.00302072
SEG-024,2025-11-21,8,2025-11-29,0.9965479,0.0034521
SEG-024,2025-11-21,9,2025-11-30,0.99611656,0.00388344
SEG-024,2025-11-21,10,2025-12-01,0.99568526,0.00431474
SEG-024,2025-11-21,11,2025-12-02,0.995254,0.004746
SEG-024,2025-11-21,12,2025-12-03,0.99482278,0.00517722
SEG-024,2025-11-21,13,2025-12-04,0.9943916,0.0056084
SEG-024,2025-11-21,14,2025-12-05,0.99396046,0.00603954
SEG-024,2025-11-21,15,2025-12-06,0.99352936,0.00647064
SEG-024,2025-11-21,16,2025-12-07,0.9930983,0.0069017
SEG-024,2025-11-21,17,2025-12-08,0.99266729,0.00733271
SEG-024,2025-11-21,18,2025-12-09,0.99223631,0.00776369
SEG-024,2025-11-21,19,2025-12-10,0.99180538,0.00819462
SEG-024,2025-11-21,20,2025-12-11,0.99137449,0.00862551
SEG-024,2025-11-21,21,2025-12-12,0.99094364,0.00905636
SEG-024,2025-11-21,22,2025-12-13,0.99051283,0.00948717
SEG-024,2025-11-21,23,2025-12-14,0.99008207,0.00991793
SEG-024,2025-11-21,24,2025-12-15,0.98965135,0.01034865
SEG-024,2025-11-21,25,2025-12-16,0.98922067,0.01077933
SEG-024,2025-11-21,26,2025-12-17,0.98879004,0.01120996
SEG-024,2025-11-21,27,2025-12-18,0.98835945,0.01164055
SEG-024,2025-11-21,28,2025-12-19,0.98792891,0.01207109
SEG-024,2025-11-21,29,2025-12-20,0.9874984,0.0125016
SEG-024,2025-11-21,30,2025-12-21,0.98706795,0.01293205
SEG-025,2025-11-21,1,2025-11-22,0.99957745,0.00042255
SEG-025,2025-11-21,2,2025-11-23,0.99915494,0.00084506
SEG-025,2025-11-21,3,2025-11-24,0.99873246,0.00126754
SEG-025,2025-11-21,4,2025-11-25,0.99831001,0.00168999
SEG-025,2025-11-21,5,2025-11-26,0.9978876,0.0021124
SEG-025,2025-11-21,6,2025-11-27,0.99746522,0.00253478
SEG-025,2025-11-21,7,2025-11-28,0.99704287,0.00295713
SEG-025,2025-11-21,8,2025-11-29,0.99662056,0.00337944
SEG-025,2025-11-21,9,2025-11-30,0.99619828,0.00380172
SEG-025,2025-11-21,10,2025-12-01,0.99577604,0.00422396
SEG-025,2025-11-21,11,2025-12-02,0.99535383,0.00464617
SEG-025,2025-11-21,12,2025-12-03,0.99493166,0.00506834
SEG-025,2025-11-21,13,2025-12-04,0.99450952,0.00549048
SEG-025,2025-11-21,14,2025-12-05,0.99408742,0.00591258
SEG-025,2025-11-21,15,2025-12-06,0.99366536,0.00633464
SEG-025,2025-11-21,16,2025-12-07,0.99324333,0.00675667
SEG-025,2025-11-21,17,2025-12-08,0.99282134,0.00717866
SEG-025,2025-11-21,18,2025-12-09,0.99239938,0.00760062
SEG-025,2025-11-21,19,2025-12-10,0.99197746,0.00802254
SEG-025,2025-11-21,20,2025-12-11,0.99155558,0.00844442
SEG-025,2025-11-21,21,2025-12-12,0.99113374,0.00886626
SEG-025,2025-11-21,22,2025-12-13,0.99071193,0.00928807
SEG-025,2025-11-21,23,2025-12-14,0.99029016,0.00970984
SEG-025,2025-11-21,24,2025-12-15,0.98986843,0.01013157
SEG-025,2025-11-21,25,2025-12-16,0.98944674,0.01055326
SEG-025,2025-11-21,26,2025-12-17,0.98902509,0.01097491
SEG-025,2025-11-21,27,2025-12-18,0.98860348,0.01139652
SEG-025,2025-11-21,28,2025-12-19,0.98818191,0.01181809
SEG-025,2025-11-21,29,2025-12-20,0.98776037,0.01223963
SEG-025,2025-11-21,30,2025-12-21,0.98733888,0.01266112
SEG-026,2025-11-21,1,2025-11-22,0.9998201,0.0001799
SEG-026,2025-11-21,2,2025-11-23,0.99964018,0.00035982
SEG-026,2025-11-21,3,2025-11-24,0.99946022,0.00053978
SEG-026,2025-11-21,4,2025-11-25,0.99928023,0.00071977
SEG-026,2025-11-21,5,2025-11-26,0.99910022,0.00089978
SEG-026,2025-11-21,6,2025-11-27,0.99892017,0.00107983
SEG-026,2025-11-21,7,2025-11-28,0.9987401,0.0012599
SEG-026,2025-11-21,8,2025-11-29,0.99856,0.00144
SEG-026,2025-11-21,9,2025-11-30,0.99837986,0.00162014
SEG-026,2025-11-21,10,2025-12-01,0.9981997,0.0018003
SEG-026,2025-11-21,11,2025-12-02,0.99801951,0.00198049
SEG-026,2025-11-21,12,2025-12-03,0.99783929,0.00216071
SEG-026,2025-11-21,13,2025-12-04,0.99765904,0.00234096
SEG-026,2025-11-21,14,2025-12-05,0.99747877,0.00252123
SEG-026,2025-11-21,15,2025-12-06,0.99729846,0.00270154
SEG-026,2025-11-21,16,2025-12-07,0.99711813,0.00288187
SEG-026,2025-11-21,17,2025-12-08,0.99693777,0.00306223
SEG-026,2025-11-21,18,2025-12-09,0.99675738,0.00324262
SEG-026,2025-11-21,19,2025-12-10,0.99657696,0.00342304
SEG-026,2025-11-21,20,2025-12-11,0.99639651,0.00360349
SEG-026,2025-11-21,21,2025-12-12,0.99621603,0.00378397
SEG-026,2025-11-21,22,2025-12-13,0.99603553,0.00396447
SEG-026,2025-11-21,23,2025-12-14,0.995855,0.004145
SEG-026,2025-11-21,24,2025-12-15,0.99567444,0.00432556
SEG-026,2025-11-21,25,2025-12-16,0.99549386,0.00450614
SEG-026,2025-11-21,26,2025-12-17,0.99531324,0.00468676
SEG-026,2025-11-21,27,2025-12-18,0.9951326,0.0048674
SEG-026,2025-11-21,28,2025-12-19,0.99495193,0.00504807
SEG-026,2025-11-21,29,2025-12-20,0.99477124,0.00522876
SEG-026,2025-11-21,30,2025-12-21,0.99459052,0.00540948
SEG-027,2025-11-21,1,2025-11-22,0.99993821,6.179e-05
SEG-027,2025-11-21,2,2025-11-23,0.9998764,0.0001236
SEG-027,2025-11-21,3,2025-11-24,0.99981457,0.00018543
SEG-027,2025-11-21,4,2025-11-25,0.99975273,0.00024727
SEG-027,2025-11-21,5,2025-11-26,0.99969087,0.00030913
SEG-027,2025-11-21,6,2025-11-27,0.99962899,0.00037101
SEG-027,2025-11-21,7,2025-11-28,0.9995671,0.0004329
SEG-027,2025-11-21,8,2025-11-29,0.99950518,0.00049482
SEG-027,2025-11-21,9,2025-11-30,0.99944325,0.00055675
SEG-027,2025-11-21,10,2025-12-01,0.9993813,0.0006187
SEG-027,2025-11-21,11,2025-12-02,0.99931934,0.00068066
SEG-027,2025-11-21,12,2025-12-03,0.99925736,0.00074264
SEG-027,2025-11-21,13,2025-12-04,0.99919536,0.00080464
SEG-027,2025-11-21,14,2025-12-05,0.99913334,0.00086666
SEG-027,2025-11-21,15,2025-12-06,0.99907131,0.00092869
SEG-027,2025-11-21,16,2025-12-07,0.99900926,0.00099074
SEG-027,2025-11-21,17,2025-12-08,0.99894719,0.00105281
SEG-027,2025-11-21,18,2025-12-09,0.9988851,0.0011149
SEG-027,2025-11-21,19,2025-12-10,0.998823,0.001177
SEG-027,2025-11-21,20,2025-12-11,0.99876088,0.00123912
SEG-027,2025-11-21,21,2025-12-12,0.99869874,0.00130126
SEG-027,2025-11-21,22,2025-12-13,0.99863659,0.00136341
SEG-027,2025-11-21,23,2025-12-14,0.99857442,0.00142558
SEG-027,2025-11-21,24,2025-12-15,0.99851223,0.00148777
SEG-027,2025-11-21,25,2025-12-16,0.99845003,0.00154997
SEG-027,2025-11-21,26,2025-12-17,0.9983878,0.0016122
SEG-027,2025-11-21,27,2025-12-18,0.99832557,0.00167443
SEG-027,2025-11-21,28,2025-12-19,0.99826331,0.00173669
SEG-027,2025-11-21,29,2025-12-20,0.99820104,0.00179896
SEG-027,2025-11-21,30,2025-12-21,0.99813875,0.00186125
SEG-028,2025-11-21,1,2025-11-22,0.99978903,0.00021097
SEG-028,2025-11-21,2,2025-11-23,0.99957804,0.00042196
SEG-028,2025-11-21,3,2025-11-24,0.99936701,0.00063299
SEG-028,2025-11-21,4,2025-11-25,0.99915596,0.00084404
SEG-028,2025-11-21,5,2025-11-26,0.99894488,0.00105512
SEG-028,2025-11-21,6,2025-11-27,0.99873377,0.00126623
SEG-028,2025-11-21,7,2025-11-28,0.99852264,0.00147736
SEG-028,2025-11-21,8,2025-11-29,0.99831148,0.00168852
SEG-028,2025-11-21,9,2025-11-30,0.99810028,0.00189972
SEG-028,2025-11-21,10,2025-12-01,0.99788907,0.00211093
