segment_id,forecast_day,survival_probability,cumulative_failure_probability
SEG-026,24,0.995674,0.004326
SEG-026,25,0.995494,0.004506
SEG-026,26,0.995313,0.004687
SEG-026,27,0.995133,0.004867
SEG-026,28,0.994952,0.005048
SEG-026,29,0.994771,0.005229
SEG-026,30,0.994591,0.005409
SEG-027,1,0.999938,6.2e-05
SEG-027,2,0.999876,0.000124
SEG-027,3,0.999815,0.000185
SEG-027,4,0.999753,0.000247
SEG-027,5,0.999691,0.000309
SEG-027,6,0.999629,0.000371
SEG-027,7,0.999567,0.000433
SEG-027,8,0.999505,0.000495
SEG-027,9,0.999443,0.000557
SEG-027,10,0.999381,0.000619
SEG-027,11,0.999319,0.000681
SEG-027,12,0.999257,0.000743
SEG-027,13,0.999195,0.000805
SEG-027,14,0.999133,0.000867
SEG-027,15,0.999071,0.000929
SEG-027,16,0.999009,0.000991
SEG-027,17,0.998947,0.001053
SEG-027,18,0.998885,0.001115
SEG-027,19,0.998823,0.001177
SEG-027,20,0.998761,0.001239
SEG-027,21,0.998699,0.001301
SEG-027,22,0.998637,0.001363
SEG-027,23,0.998574,0.001426
SEG-027,24,0.998512,0.001488
SEG-027,25,0.99845,0.00155
SEG-027,26,0.998388,0.001612
SEG-027,27,0.998326,0.001674
SEG-027,28,0.998263,0.001737
SEG-027,29,0.998201,0.001799
SEG-027,30,0.998139,0.001861
SEG-028,1,0.999789,0.000211
SEG-028,2,0.999578,0.000422
SEG-028,3,0.999367,0.000633
SEG-028,4,0.999156,0.000844
SEG-028,5,0.998945,0.001055
SEG-028,6,0.998734,0.001266
SEG-028,7,0.998523,0.001477
SEG-028,8,0.998311,0.001689
SEG-028,9,0.9981,0.0019
SEG-028,10,0.997889,0.002111
SEG-028,11,0.997678,0.002322
SEG-028,12,0.997467,0.002533
SEG-028,13,0.997255,0.002745
SEG-028,14,0.997044,0.002956
SEG-028,15,0.996833,0.003167
SEG-028,16,0.996621,0.003379
SEG-028,17,0.99641,0.00359
SEG-028,18,0.996198,0.003802
SEG-028,19,0.995987,0.004013
SEG-028,20,0.995775,0.004225
SEG-028,21,0.995564,0.004436
SEG-028,22,0.995352,0.004648
SEG-028,23,0.995141,0.004859
SEG-028,24,0.994929,0.005071
SEG-028,25,0.994718,0.005282
SEG-028,26,0.994506,0.005494
SEG-028,27,0.994294,0.005706
SEG-028,28,0.994083,0.005917
SEG-028,29,0.993871,0.006129
SEG-028,30,0.993659,0.006341
SEG-029,1,0.999737,0.000263
SEG-029,2,0.999475,0.000525
SEG-029,3,0.999212,0.000788
SEG-029,4,0.998949,0.001051
SEG-029,5,0.998687,0.001313
SEG-029,6,0.998424,0.001576
SEG-029,7,0.998161,0.001839
SEG-029,8,0.997898,0.002102
SEG-029,9,0.997636,0.002364
SEG-029,10,0.997373,0.002627
SEG-029,11,0.99711,0.00289
SEG-029,12,0.996847,0.003153
SEG-029,13,0.996584,0.003416
SEG-029,14,0.996321,0.003679
SEG-029,15,0.996058,0.003942
SEG-029,16,0.995795,0.004205
SEG-029,17,0.995532,0.004468
SEG-029,18,0.995269,0.004731
SEG-029,19,0.995006,0.004994
SEG-029,20,0.994743,0.005257
SEG-029,21,0.99448,0.00552
SEG-029,22,0.994217,0.005783
SEG-029,23,0.993954,0.006046
SEG-029,24,0.993691,0.006309
SEG-029,25,0.993428,0.006572
SEG-029,26,0.993165,0.006835
SEG-029,27,0.992902,0.007098
SEG-029,28,0.992639,0.007361
SEG-029,29,0.992375,0.007625
SEG-029,30,0.992112,0.007888
SEG-030,1,0.999936,6.4e-05
SEG-030,2,0.999872,0.000128
SEG-030,3,0.999809,0.000191
SEG-030,4,0.999745,0.000255
SEG-030,5,0.999681,0.000319
SEG-030,6,0.999617,0.000383
SEG-030,7,0.999553,0.000447
SEG-030,8,0.999489,0.000511
SEG-030,9,0.999425,0.000575
SEG-030,10,0.999361,0.000639
SEG-030,11,0.999297,0.000703
SEG-030,12,0.999233,0.000767
SEG-030,13,0.999169,0.000831
SEG-030,14,0.999105,0.000895
SEG-030,15,0.999041,0.000959
SEG-030,16,0.998977,0.001023
SEG-030,17,0.998913,0.001087
SEG-030,18,0.998849,0.001151
SEG-030,19,0.998785,0.001215
SEG-030,20,0.998721,0.001279
SEG-030,21,0.998657,0.001343
SEG-030,22,0.998593,0.001407
SEG-030,23,0.998528,0.001472
SEG-030,24,0.998464,0.001536
SEG-030,25,0.9984,0.0016
SEG-030,26,0.998336,0.001664
SEG-030,27,0.998272,0.001728
SEG-030,28,0.998207,0.001793
SEG-030,29,0.998143,0.001857
SEG-030,30,0.998079,0.001921
SEG-031,1,0.999296,0.000704
SEG-031,2,0.998591,0.001409
SEG-031,3,0.997887,0.002113
SEG-031,4,0.997184,0.002816
SEG-031,5,0.99648,0.00352
SEG-031,6,0.995777,0.004223
SEG-031,7,0.995074,0.004926
SEG-031,8,0.994372,0.005628
SEG-031,9,0.993669,0.006331
SEG-031,10,0.992967,0.007033
SEG-031,11,0.992265,0.007735
SEG-031,12,0.991564,0.008436
SEG-031,13,0.990862,0.009138
SEG-031,14,0.990161,0.009839
SEG-031,15,0.98946,0.01054
SEG-031,16,0.98876,0.01124
SEG-031,17,0.98806,0.01194
SEG-031,18,0.987359,0.012641
SEG-031,19,0.98666,0.01334
SEG-031,20,0.98596,0.01404
SEG-031,21,0.985261,0.014739
SEG-031,22,0.984562,0.015438
SEG-031,23,0.983863,0.016137
SEG-031,24,0.983165,0.016835
SEG-031,25,0.982466,0.017534
SEG-031,26,0.981768,0.018232
SEG-031,27,0.981071,0.018929
SEG-031,28,0.980373,0.019627
SEG-031,29,0.979676,0.020324
SEG-031,30,0.978979,0.021021
SEG-032,1,0.999507,0.000493
SEG-032,2,0.999014,0.000986
SEG-032,3,0.998521,0.001479
SEG-032,4,0.998029,0.001971
SEG-032,5,0.997536,0.002464
SEG-032,6,0.997043,0.002957
SEG-032,7,0.996551,0.003449
SEG-032,8,0.996059,0.003941
SEG-032,9,0.995566,0.004434
SEG-032,10,0.995074,0.004926
SEG-032,11,0.994582,0.005418
SEG-032,12,0.99409,0.00591
SEG-032,13,0.993598,0.006402
SEG-032,14,0.993106,0.006894
SEG-032,15,0.992614,0.007386
SEG-032,16,0.992122,0.007878
SEG-032,17,0.99163,0.00837
SEG-032,18,0.991138,0.008862
SEG-032,19,0.990647,0.009353
SEG-032,20,0.990155,0.009845
SEG-032,21,0.989664,0.010336
SEG-032,22,0.989173,0.010827
SEG-032,23,0.988681,0.011319
SEG-032,24,0.98819,0.01181
SEG-032,25,0.987699,0.012301
SEG-032,26,0.987208,0.012792
SEG-032,27,0.986717,0.013283
SEG-032,28,0.986226,0.013774
SEG-032,29,0.985735,0.014265
SEG-032,30,0.985245,0.014755
SEG-033,1,0.999401,0.000599
SEG-033,2,0.998801,0.001199
SEG-033,3,0.998202,0.001798
SEG-033,4,0.997604,0.002396
SEG-033,5,0.997005,0.002995
SEG-033,6,0.996406,0.003594
SEG-033,7,0.995808,0.004192
SEG-033,8,0.99521,0.00479
SEG-033,9,0.994611,0.005389
SEG-033,10,0.994013,0.005987
SEG-033,11,0.993416,0.006584
SEG-033,12,0.992818,0.007182
SEG-033,13,0.992221,0.007779
SEG-033,14,0.991623,0.008377
SEG-033,15,0.991026,0.008974
SEG-033,16,0.990429,0.009571
SEG-033,17,0.989832,0.010168
SEG-033,18,0.989235,0.010765
SEG-033,19,0.988639,0.011361
SEG-033,20,0.988042,0.011958
SEG-033,21,0.987446,0.012554
SEG-033,22,0.98685,0.01315
SEG-033,23,0.986254,0.013746
SEG-033,24,0.985659,0.014341
SEG-033,25,0.985063,0.014937
SEG-033,26,0.984468,0.015532
SEG-033,27,0.983872,0.016128
SEG-033,28,0.983277,0.016723
SEG-033,29,0.982682,0.017318
SEG-033,30,0.982087,0.017913
SEG-034,1,0.999558,0.000442
SEG-034,2,0.999117,0.000883
SEG-034,3,0.998676,0.001324
SEG-034,4,0.998234,0.001766
SEG-034,5,0.997793,0.002207
SEG-034,6,0.997352,0.002648
SEG-034,7,0.99691,0.00309
SEG-034,8,0.996469,0.003531
SEG-034,9,0.996028,0.003972
SEG-034,10,0.995587,0.004413
SEG-034,11,0.995146,0.004854
SEG-034,12,0.994705,0.005295
SEG-034,13,0.994264,0.005736
SEG-034,14,0.993823,0.006177
SEG-034,15,0.993382,0.006618
SEG-034,16,0.992941,0.007059
SEG-034,17,0.9925,0.0075
SEG-034,18,0.99206,0.00794
SEG-034,19,0.991619,0.008381
SEG-034,20,0.991178,0.008822
SEG-034,21,0.990738,0.009262
SEG-034,22,0.990297,0.009703
SEG-034,23,0.989857,0.010143
SEG-034,24,0.989416,0.010584
SEG-034,25,0.988976,0.011024
SEG-034,26,0.988535,0.011465
SEG-034,27,0.988095,0.011905
SEG-034,28,0.987655,0.012345
SEG-034,29,0.987214,0.012786
SEG-034,30,0.986774,0.013226
SEG-035,1,0.999626,0.000374
SEG-035,2,0.999253,0.000747
SEG-035,3,0.99888,0.00112
SEG-035,4,0.998506,0.001494
SEG-035,5,0.998133,0.001867
SEG-035,6,0.997759,0.002241
SEG-035,7,0.997386,0.002614
SEG-035,8,0.997012,0.002988
SEG-035,9,0.996639,0.003361
SEG-035,10,0.996265,0.003735
SEG-035,11,0.995892,0.004108
SEG-035,12,0.995519,0.004481
SEG-035,13,0.995145,0.004855
SEG-035,14,0.994772,0.005228
SEG-035,15,0.994399,0.005601
SEG-035,16,0.994025,0.005975
SEG-035,17,0.993652,0.006348
SEG-035,18,0.993279,0.006721
SEG-035,19,0.992905,0.007095
SEG-035,20,0.992532,0.007468
SEG-035,21,0.992159,0.007841
SEG-035,22,0.991786,0.008214
SEG-035,23,0.991412,0.008588
SEG-035,24,0.991039,0.008961
SEG-035,25,0.990666,0.009334
SEG-035,26,0.990293,0.009707
SEG-035,27,0.98992,0.01008
SEG-035,28,0.989546,0.010454
SEG-035,29,0.989173,0.010827
SEG-035,30,0.9888,0.0112
SEG-036,1,0.999878,0.000122
SEG-036,2,0.999756,0.000244
SEG-036,3,0.999634,0.000366
SEG-036,4,0.999512,0.000488
SEG-036,5,0.99939,0.00061
SEG-036,6,0.999268,0.000732
SEG-036,7,0.999146,0.000854
SEG-036,8,0.999024,0.000976
SEG-036,9,0.998902,0.001098
SEG-036,10,0.99878,0.00122
SEG-036,11,0.998658,0.001342
SEG-036,12,0.998536,0.001464
SEG-036,13,0.998414,0.001586
SEG-036,14,0.998292,0.001708
SEG-036,15,0.998169,0.001831
SEG-036,16,0.998047,0.001953
SEG-036,17,0.997925,0.002075
SEG-036,18,0.997803,0.002197
SEG-036,19,0.99768,0.00232
SEG-036,20,0.997558,0.002442
SEG-036,21,0.997436,0.002564
SEG-036,22,0.997313,0.002687
SEG-036,23,0.997191,0.002809
SEG-036,24,0.997068,0.002932
SEG-036,25,0.996946,0.003054
SEG-036,26,0.996823,0.003177
SEG-036,27,0.996701,0.003299
SEG-036,28,0.996578,0.003422
SEG-036,29,0.996456,0.003544
SEG-036,30,0.996333,0.003667
SEG-037,1,0.99986,0.00014
SEG-037,2,0.99972,0.00028
SEG-037,3,0.99958,0.00042
SEG-037,4,0.99944,0.00056
SEG-037,5,0.9993,0.0007
SEG-037,6,0.99916,0.00084
SEG-037,7,0.99902,0.00098
SEG-037,8,0.99888,0.00112
SEG-037,9,0.99874,0.00126
SEG-037,10,0.9986,0.0014
SEG-037,11,0.998459,0.001541
SEG-037,12,0.998319,0.001681
SEG-037,13,0.998179,0.001821
SEG-037,14,0.998039,0.001961
SEG-037,15,0.997898,0.002102
SEG-037,16,0.997758,0.002242
SEG-037,17,0.997618,0.002382
SEG-037,18,0.997477,0.002523
SEG-037,19,0.997337,0.002663
SEG-037,20,0.997196,0.002804
SEG-037,21,0.997056,0.002944
SEG-037,22,0.996915,0.003085
SEG-037,23,0.996775,0.003225
SEG-037,24,0.996634,0.003366
SEG-037,25,0.996494,0.003506
SEG-037,26,0.996353,0.003647
SEG-037,27,0.996212,0.003788
SEG-037,28,0.996072,0.003928
SEG-037,29,0.995931,0.004069
SEG-037,30,0.99579,0.00421
SEG-038,1,0.999835,0.000165
SEG-038,2,0.99967,0.00033
SEG-038,3,0.999505,0.000495
SEG-038,4,0.999341,0.000659
SEG-038,5,0.999176,0.000824
SEG-038,6,0.999011,0.000989
SEG-038,7,0.998846,0.001154
SEG-038,8,0.998681,0.001319
SEG-038,9,0.998516,0.001484
SEG-038,10,0.99835,0.00165
SEG-038,11,0.998185,0.001815
SEG-038,12,0.99802,0.00198
SEG-038,13,0.997855,0.002145
SEG-038,14,0.99769,0.00231
SEG-038,15,0.997525,0.002475
SEG-038,16,0.997359,0.002641
SEG-038,17,0.997194,0.002806
SEG-038,18,0.997029,0.002971
SEG-038,19,0.996863,0.003137
SEG-038,20,0.996698,0.003302
SEG-038,21,0.996533,0.003467
SEG-038,22,0.996367,0.003633
SEG-038,23,0.996202,0.003798
SEG-038,24,0.996036,0.003964
SEG-038,25,0.995871,0.004129
SEG-038,26,0.995705,0.004295
SEG-038,27,0.99554,0.00446
SEG-038,28,0.995374,0.004626
SEG-038,29,0.995208,0.004792
SEG-038,30,0.995043,0.004957
SEG-039,1,0.999861,0.000139
SEG-039,2,0.999722,0.000278
SEG-039,3,0.999582,0.000418
SEG-039,4,0.999443,0.000557
SEG-039,5,0.999304,0.000696
SEG-039,6,0.999164,0.000836
SEG-039,7,0.999025,0.000975
SEG-039,8,0.998885,0.001115
SEG-039,9,0.998746,0.001254
SEG-039,10,0.998607,0.001393
SEG-039,11,0.998467,0.001533
SEG-039,12,0.998328,0.001672
SEG-039,13,0.998188,0.001812
SEG-039,14,0.998048,0.001952
SEG-039,15,0.997909,0.002091
SEG-039,16,0.997769,0.002231
SEG-039,17,0.997629,0.002371
SEG-039,18,0.99749,0.00251
SEG-039,19,0.99735,0.00265
SEG-039,20,0.99721,0.00279
SEG-039,21,0.997071,0.002929
SEG-039,22,0.996931,0.003069
SEG-039,23,0.996791,0.003209
SEG-039,24,0.996651,0.003349
SEG-039,25,0.996511,0.003489
SEG-039,26,0.996371,0.003629
SEG-039,27,0.996231,0.003769
SEG-039,28,0.996091,0.003909
SEG-039,29,0.995951,0.004049
SEG-039,30,0.995811,0.004189
SEG-040,1,0.999898,0.000102
SEG-040,2,0.999796,0.000204
SEG-040,3,0.999694,0.000306
SEG-040,4,0.999592,0.000408
SEG-040,5,0.99949,0.00051
SEG-040,6,0.999388,0.000612
SEG-040,7,0.999286,0.000714
SEG-040,8,0.999184,0.000816
SEG-040,9,0.999082,0.000918
SEG-040,10,0.99898,0.00102
SEG-040,11,0.998878,0.001122
SEG-040,12,0.998776,0.001224
SEG-040,13,0.998673,0.001327
SEG-040,14,0.998571,0.001429
SEG-040,15,0.998469,0.001531
SEG-040,16,0.998367,0.001633
SEG-040,17,0.998264,0.001736
SEG-040,18,0.998162,0.001838
SEG-040,19,0.99806,0.00194
SEG-040,20,0.997957,0.002043
SEG-040,21,0.997855,0.002145
SEG-040,22,0.997753,0.002247
SEG-040,23,0.99765,0.00235
SEG-040,24,0.997548,0.002452
SEG-040,25,0.997445,0.002555
SEG-040,26,0.997343,0.002657
SEG-040,27,0.99724,0.00276
SEG-040,28,0.997138,0.002862
SEG-040,29,0.997035,0.002965
SEG-040,30,0.996932,0.003068
SEG-041,1,0.999843,0.000157
SEG-041,2,0.999686,0.000314
SEG-041,3,0.999528,0.000472
SEG-041,4,0.999371,0.000629
SEG-041,5,0.999214,0.000786
SEG-041,6,0.999057,0.000943
SEG-041,7,0.998899,0.001101
SEG-041,8,0.998742,0.001258
SEG-041,9,0.998585,0.001415
SEG-041,10,0.998427,0.001573
SEG-041,11,0.99827,0.00173
SEG-041,12,0.998112,0.001888
SEG-041,13,0.997955,0.002045
SEG-041,14,0.997797,0.002203
SEG-041,15,0.99764,0.00236
SEG-041,16,0.997482,0.002518
SEG-041,17,0.997325,0.002675
SEG-041,18,0.997167,0.002833
SEG-041,19,0.997009,0.002991
SEG-041,20,0.996852,0.003148
SEG-041,21,0.996694,0.003306
SEG-041,22,0.996536,0.003464
SEG-041,23,0.996378,0.003622
SEG-041,24,0.996221,0.003779
SEG-041,25,0.996063,0.003937
SEG-041,26,0.995905,0.004095
SEG-041,27,0.995747,0.004253
SEG-041,28,0.995589,0.004411
SEG-041,29,0.995431,0.004569
SEG-041,30,0.995273,0.004727
SEG-042,1,0.999803,0.000197
SEG-042,2,0.999605,0.000395
SEG-042,3,0.999408,0.000592
SEG-042,4,0.999211,0.000789
SEG-042,5,0.999013,0.000987
SEG-042,6,0.998816,0.001184
SEG-042,7,0.998619,0.001381
SEG-042,8,0.998421,0.001579
SEG-042,9,0.998224,0.001776
SEG-042,10,0.998026,0.001974
SEG-042,11,0.997829,0.002171
SEG-042,12,0.997631,0.002369
SEG-042,13,0.997433,0.002567
SEG-042,14,0.997236,0.002764
SEG-042,15,0.997038,0.002962
SEG-042,16,0.996841,0.003159
SEG-042,17,0.996643,0.003357
SEG-042,18,0.996445,0.003555
SEG-042,19,0.996247,0.003753
SEG-042,20,0.99605,0.00395
SEG-042,21,0.995852,0.004148
SEG-042,22,0.995654,0.004346
SEG-042,23,0.995456,0.004544
SEG-042,24,0.995258,0.004742
SEG-042,25,0.99506,0.00494
SEG-042,26,0.994862,0.005138
SEG-042,27,0.994664,0.005336
SEG-042,28,0.994466,0.005534
SEG-042,29,0.994268,0.005732
SEG-042,30,0.99407,0.00593
SEG-043,1,0.999965,3.5e-05
SEG-043,2,0.999929,7.1e-05
SEG-043,3,0.999894,0.000106
SEG-043,4,0.999858,0.000142
SEG-043,5,0.999822,0.000178
SEG-043,6,0.999787,0.000213
SEG-043,7,0.999751,0.000249
SEG-043,8,0.999716,0.000284
SEG-043,9,0.99968,0.00032
SEG-043,10,0.999645,0.000355
SEG-043,11,0.999609,0.000391
SEG-043,12,0.999573,0.000427
SEG-043,13,0.999538,0.000462
SEG-043,14,0.999502,0.000498
SEG-043,15,0.999467,0.000533
SEG-043,16,0.999431,0.000569
SEG-043,17,0.999395,0.000605
SEG-043,18,0.99936,0.00064
SEG-043,19,0.999324,0.000676
SEG-043,20,0.999288,0.000712
SEG-043,21,0.999253,0.000747
SEG-043,22,0.999217,0.000783
SEG-043,23,0.999181,0.000819
SEG-043,24,0.999145,0.000855
SEG-043,25,0.99911,0.00089
SEG-043,26,0.999074,0.000926
SEG-043,27,0.999038,0.000962
SEG-043,28,0.999002,0.000998
SEG-043,29,0.998967,0.001033
SEG-043,30,0.998931,0.001069
SEG-044,1,0.999957,4.3e-05
SEG-044,2,0.999915,8.5e-05
SEG-044,3,0.999872,0.000128
SEG-044,4,0.999829,0.000171
SEG-044,5,0.999786,0.000214
SEG-044,6,0.999744,0.000256
SEG-044,7,0.999701,0.000299
SEG-044,8,0.999658,0.000342
SEG-044,9,0.999615,0.000385
SEG-044,10,0.999572,0.000428
SEG-044,11,0.999529,0.000471
SEG-044,12,0.999487,0.000513
SEG-044,13,0.999444,0.000556
SEG-044,14,0.999401,0.000599
SEG-044,15,0.999358,0.000642
SEG-044,16,0.999315,0.000685
SEG-044,17,0.999272,0.000728
SEG-044,18,0.999229,0.000771
SEG-044,19,0.999186,0.000814
SEG-044,20,0.999143,0.000857
SEG-044,21,0.9991,0.0009
SEG-044,22,0.999057,0.000943
SEG-044,23,0.999014,0.000986
SEG-044,24,0.998971,0.001029
SEG-044,25,0.998928,0.001072
SEG-044,26,0.998885,0.001115
SEG-044,27,0.998842,0.001158
SEG-044,28,0.998799,0.001201
SEG-044,29,0.998756,0.001244
SEG-044,30,0.998713,0.001287
SEG-045,1,0.999696,0.000304
SEG-045,2,0.999393,0.000607
SEG-045,3,0.999089,0.000911
SEG-045,4,0.998785,0.001215
SEG-045,5,0.998481,0.001519
SEG-045,6,0.998178,0.001822
SEG-045,7,0.997874,0.002126
SEG-045,8,0.99757,0.00243
SEG-045,9,0.997266,0.002734
SEG-045,10,0.996962,0.003038
SEG-045,11,0.996659,0.003341
SEG-045,12,0.996355,0.003645
SEG-045,13,0.996051,0.003949
SEG-045,14,0.995747,0.004253
SEG-045,15,0.995443,0.004557
SEG-045,16,0.995139,0.004861
SEG-045,17,0.994835,0.005165
SEG-045,18,0.994532,0.005468
SEG-045,19,0.994228,0.005772
SEG-045,20,0.993924,0.006076
SEG-045,21,0.99362,0.00638
SEG-045,22,0.993316,0.006684
SEG-045,23,0.993012,0.006988
SEG-045,24,0.992708,0.007292
SEG-045,25,0.992404,0.007596
SEG-045,26,0.9921,0.0079
SEG-045,27,0.991796,0.008204
SEG-045,28,0.991492,0.008508
SEG-045,29,0.991188,0.008812
SEG-045,30,0.990884,0.009116
SEG-046,1,0.999834,0.000166
SEG-046,2,0.999668,0.000332
SEG-046,3,0.999502,0.000498
SEG-046,4,0.999336,0.000664
SEG-046,5,0.99917,0.00083
SEG-046,6,0.999004,0.000996
SEG-046,7,0.998838,0.001162
SEG-046,8,0.998672,0.001328
SEG-046,9,0.998506,0.001494
SEG-046,10,0.998339,0.001661
SEG-046,11,0.998173,0.001827
SEG-046,12,0.998007,0.001993
SEG-046,13,0.997841,0.002159
SEG-046,14,0.997674,0.002326
SEG-046,15,0.997508,0.002492
SEG-046,16,0.997342,0.002658
SEG-046,17,0.997175,0.002825
SEG-046,18,0.997009,0.002991
SEG-046,19,0.996842,0.003158
SEG-046,20,0.996676,0.003324
SEG-046,21,0.996509,0.003491
SEG-046,22,0.996343,0.003657
SEG-046,23,0.996176,0.003824
SEG-046,24,0.99601,0.00399
SEG-046,25,0.995843,0.004157
SEG-046,26,0.995676,0.004324
SEG-046,27,0.99551,0.00449
SEG-046,28,0.995343,0.004657
SEG-046,29,0.995176,0.004824
SEG-046,30,0.99501,0.00499
SEG-047,1,0.99985,0.00015
SEG-047,2,0.9997,0.0003
SEG-047,3,0.99955,0.00045
SEG-047,4,0.999399,0.000601
SEG-047,5,0.999249,0.000751
SEG-047,6,0.999099,0.000901
SEG-047,7,0.998949,0.001051
SEG-047,8,0.998799,0.001201
SEG-047,9,0.998648,0.001352
SEG-047,10,0.998498,0.001502
SEG-047,11,0.998348,0.001652
SEG-047,12,0.998197,0.001803
SEG-047,13,0.998047,0.001953
SEG-047,14,0.997896,0.002104
SEG-047,15,0.997746,0.002254
SEG-047,16,0.997595,0.002405
SEG-047,17,0.997445,0.002555
SEG-047,18,0.997294,0.002706
SEG-047,19,0.997144,0.002856
SEG-047,20,0.996993,0.003007
SEG-047,21,0.996842,0.003158
SEG-047,22,0.996692,0.003308
SEG-047,23,0.996541,0.003459
SEG-047,24,0.99639,0.00361
SEG-047,25,0.996239,0.003761
SEG-047,26,0.996089,0.003911
SEG-047,27,0.995938,0.004062
SEG-047,28,0.995787,0.004213
SEG-047,29,0.995636,0.004364
SEG-047,30,0.995485,0.004515
SEG-048,1,0.999874,0.000126
SEG-048,2,0.999748,0.000252
SEG-048,3,0.999622,0.000378
SEG-048,4,0.999496,0.000504
SEG-048,5,0.999369,0.000631
SEG-048,6,0.999243,0.000757
SEG-048,7,0.999117,0.000883
SEG-048,8,0.998991,0.001009
SEG-048,9,0.998864,0.001136
SEG-048,10,0.998738,0.001262
SEG-048,11,0.998612,0.001388
SEG-048,12,0.998485,0.001515
SEG-048,13,0.998359,0.001641
SEG-048,14,0.998233,0.001767
SEG-048,15,0.998106,0.001894
SEG-048,16,0.99798,0.00202
SEG-048,17,0.997853,0.002147
SEG-048,18,0.997727,0.002273
SEG-048,19,0.9976,0.0024
SEG-048,20,0.997474,0.002526
SEG-048,21,0.997347,0.002653
SEG-048,22,0.99722,0.00278
SEG-048,23,0.997094,0.002906
SEG-048,24,0.996967,0.003033
SEG-048,25,0.99684,0.00316
SEG-048,26,0.996714,0.003286
SEG-048,27,0.996587,0.003413
SEG-048,28,0.99646,0.00354
SEG-048,29,0.996333,0.003667
SEG-048,30,0.996206,0.003794
SEG-049,1,0.999842,0.000158
SEG-049,2,0.999685,0.000315
SEG-049,3,0.999527,0.000473
SEG-049,4,0.999369,0.000631
SEG-049,5,0.999211,0.000789
SEG-049,6,0.999053,0.000947
SEG-049,7,0.998896,0.001104
SEG-049,8,0.998738,0.001262
SEG-049,9,0.99858,0.00142
SEG-049,10,0.998422,0.001578
SEG-049,11,0.998264,0.001736
SEG-049,12,0.998106,0.001894
SEG-049,13,0.997948,0.002052
SEG-049,14,0.99779,0.00221
SEG-049,15,0.997632,0.002368
SEG-049,16,0.997474,0.002526
SEG-049,17,0.997315,0.002685
SEG-049,18,0.997157,0.002843
SEG-049,19,0.996999,0.003001
SEG-049,20,0.996841,0.003159
SEG-049,21,0.996682,0.003318
SEG-049,22,0.996524,0.003476
SEG-049,23,0.996366,0.003634
SEG-049,24,0.996208,0.003792
SEG-049,25,0.996049,0.003951
SEG-049,26,0.995891,0.004109
SEG-049,27,0.995732,0.004268
SEG-049,28,0.995574,0.004426
SEG-049,29,0.995415,0.004585
SEG-049,30,0.995257,0.004743
SEG-050,1,0.999886,0.000114
SEG-050,2,0.999771,0.000229
SEG-050,3,0.999656,0.000344
SEG-050,4,0.999542,0.000458
SEG-050,5,0.999427,0.000573
SEG-050,6,0.999313,0.000687
SEG-050,7,0.999198,0.000802
SEG-050,8,0.999083,0.000917
SEG-050,9,0.998969,0.001031
SEG-050,10,0.998854,0.001146
SEG-050,11,0.998739,0.001261
SEG-050,12,0.998624,0.001376
SEG-050,13,0.99851,0.00149
SEG-050,14,0.998395,0.001605
SEG-050,15,0.99828,0.00172
SEG-050,16,0.998165,0.001835
SEG-050,17,0.99805,0.00195
SEG-050,18,0.997935,0.002065
SEG-050,19,0.99782,0.00218
SEG-050,20,0.997705,0.002295
SEG-050,21,0.99759,0.00241
SEG-050,22,0.997475,0.002525
SEG-050,23,0.99736,0.00264
SEG-050,24,0.997245,0.002755
SEG-050,25,0.99713,0.00287
SEG-050,26,0.997015,0.002985
SEG-050,27,0.9969,0.0031
SEG-050,28,0.996785,0.003215
SEG-050,29,0.996669,0.003331
SEG-050,30,0.996554,0.003446
SEG-051,1,0.999953,4.7e-05
SEG-051,2,0.999906,9.4e-05
SEG-051,3,0.999859,0.000141
SEG-051,4,0.999812,0.000188
SEG-051,5,0.999765,0.000235
SEG-051,6,0.999718,0.000282
SEG-051,7,0.999671,0.000329
SEG-051,8,0.999624,0.000376
SEG-051,9,0.999577,0.000423
SEG-051,10,0.999529,0.000471
SEG-051,11,0.999482,0.000518
SEG-051,12,0.999435,0.000565
SEG-051,13,0.999388,0.000612
SEG-051,14,0.999341,0.000659
SEG-051,15,0.999294,0.000706
SEG-051,16,0.999247,0.000753
SEG-051,17,0.999199,0.000801
SEG-051,18,0.999152,0.000848
SEG-051,19,0.999105,0.000895
SEG-051,20,0.999058,0.000942
SEG-051,21,0.99901,0.00099
SEG-051,22,0.998963,0.001037
SEG-051,23,0.998916,0.001084
SEG-051,24,0.998868,0.001132
SEG-051,25,0.998821,0.001179
SEG-051,26,0.998774,0.001226
SEG-051,27,0.998726,0.001274
SEG-051,28,0.998679,0.001321
SEG-051,29,0.998632,0.001368
SEG-051,30,0.998584,0.001416
SEG-052,1,0.999887,0.000113
SEG-052,2,0.999773,0.000227
SEG-052,3,0.99966,0.00034
SEG-052,4,0.999546,0.000454
SEG-052,5,0.999433,0.000567
SEG-052,6,0.999319,0.000681
SEG-052,7,0.999206,0.000794
SEG-052,8,0.999092,0.000908
SEG-052,9,0.998979,0.001021
SEG-052,10,0.998865,0.001135
SEG-052,11,0.998752,0.001248
SEG-052,12,0.998638,0.001362
SEG-052,13,0.998524,0.001476
SEG-052,14,0.998411,0.001589
SEG-052,15,0.998297,0.001703
SEG-052,16,0.998183,0.001817
SEG-052,17,0.998069,0.001931
SEG-052,18,0.997956,0.002044
