segment_id,month,division,asset_type,age_years,freight_density_class,monsoon_exposure,grade3_defects_previous_90d,defect_count_month,failure_event,right_censored,monsoon_month
SEG-014,2024-10-27,Ratlam,Traction/OHE,33.1,Medium,High,0,1,0,1,0
SEG-014,2024-11-26,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2024-12-26,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-01-25,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-02-24,Ratlam,Traction/OHE,33.1,Medium,High,0,1,0,1,0
SEG-014,2025-03-26,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-04-25,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-05-25,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-06-24,Ratlam,Traction/OHE,33.1,Medium,High,0,1,0,1,1
SEG-014,2025-07-24,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,1
SEG-014,2025-08-23,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,1
SEG-014,2025-09-22,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,1
SEG-014,2025-10-22,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-014,2025-11-21,Ratlam,Traction/OHE,33.1,Medium,High,0,0,0,1,0
SEG-015,2024-01-01,Ratlam,Track,39.5,Medium,Medium,0,0,0,1,0
SEG-015,2024-01-31,Ratlam,Track,39.5,Medium,Medium,0,0,0,1,0
SEG-015,2024-03-01,Ratlam,Track,39.5,Medium,Medium,0,0,0,1,0
SEG-015,2024-03-31,Ratlam,Track,39.5,Medium,Medium,0,0,0,1,0
SEG-015,2024-04-30,Ratlam,Track,39.5,Medium,Medium,0,0,1,1,0
SEG-015,2024-05-30,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2024-06-29,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2024-07-29,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2024-08-28,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2024-09-27,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2024-10-27,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2024-11-26,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2024-12-26,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-01-25,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-02-24,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-03-26,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-04-25,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-05-25,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-06-24,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2025-07-24,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2025-08-23,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2025-09-22,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,1
SEG-015,2025-10-22,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-015,2025-11-21,Ratlam,Track,39.5,Medium,Medium,0,0,0,0,0
SEG-016,2024-01-01,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-01-31,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-03-01,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-03-31,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-04-30,Ratlam,Traction/OHE,12.9,High,Low,0,1,0,1,0
SEG-016,2024-05-30,Ratlam,Traction/OHE,12.9,High,Low,1,1,0,1,0
SEG-016,2024-06-29,Ratlam,Traction/OHE,12.9,High,Low,1,0,0,1,1
SEG-016,2024-07-29,Ratlam,Traction/OHE,12.9,High,Low,1,0,0,1,1
SEG-016,2024-08-28,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2024-09-27,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2024-10-27,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-11-26,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2024-12-26,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-01-25,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-02-24,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-03-26,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-04-25,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-05-25,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-06-24,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2025-07-24,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2025-08-23,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2025-09-22,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,1
SEG-016,2025-10-22,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-016,2025-11-21,Ratlam,Traction/OHE,12.9,High,Low,0,0,0,1,0
SEG-017,2024-01-01,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-01-31,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-03-01,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-03-31,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-04-30,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-05-30,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-06-29,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2024-07-29,Ratlam,Traction/OHE,44.6,Medium,Low,0,1,0,1,1
SEG-017,2024-08-28,Ratlam,Traction/OHE,44.6,Medium,Low,0,1,0,1,1
SEG-017,2024-09-27,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2024-10-27,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-11-26,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2024-12-26,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2025-01-25,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2025-02-24,Ratlam,Traction/OHE,44.6,Medium,Low,0,1,0,1,0
SEG-017,2025-03-26,Ratlam,Traction/OHE,44.6,Medium,Low,0,1,0,1,0
SEG-017,2025-04-25,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2025-05-25,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2025-06-24,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2025-07-24,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2025-08-23,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2025-09-22,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,1
SEG-017,2025-10-22,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-017,2025-11-21,Ratlam,Traction/OHE,44.6,Medium,Low,0,0,0,1,0
SEG-018,2024-01-01,Vadodara,Traction/OHE,38.0,High,High,0,0,0,1,0
SEG-018,2024-01-31,Vadodara,Traction/OHE,38.0,High,High,0,1,1,1,0
SEG-018,2024-03-01,Vadodara,Traction/OHE,38.0,High,High,1,1,0,0,0
SEG-018,2024-03-31,Vadodara,Traction/OHE,38.0,High,High,1,1,0,0,0
SEG-018,2024-04-30,Vadodara,Traction/OHE,38.0,High,High,1,1,0,0,0
SEG-018,2024-05-30,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2024-06-29,Vadodara,Traction/OHE,38.0,High,High,0,1,0,0,1
SEG-018,2024-07-29,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2024-08-28,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2024-09-27,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2024-10-27,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2024-11-26,Vadodara,Traction/OHE,38.0,High,High,0,1,0,0,0
SEG-018,2024-12-26,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-01-25,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-02-24,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-03-26,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-04-25,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-05-25,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-018,2025-06-24,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2025-07-24,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2025-08-23,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,1
SEG-018,2025-09-22,Vadodara,Traction/OHE,38.0,High,High,0,1,0,0,1
SEG-018,2025-10-22,Vadodara,Traction/OHE,38.0,High,High,0,1,0,0,0
SEG-018,2025-11-21,Vadodara,Traction/OHE,38.0,High,High,0,0,0,0,0
SEG-019,2024-01-01,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-01-31,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-03-01,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-03-31,Vadodara,S&T,30.4,High,Low,0,1,0,1,0
SEG-019,2024-04-30,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-05-30,Vadodara,S&T,30.4,High,Low,0,1,0,1,0
SEG-019,2024-06-29,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2024-07-29,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2024-08-28,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2024-09-27,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2024-10-27,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-11-26,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2024-12-26,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-01-25,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-02-24,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-03-26,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-04-25,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-05-25,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-06-24,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2025-07-24,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2025-08-23,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2025-09-22,Vadodara,S&T,30.4,High,Low,0,0,0,1,1
SEG-019,2025-10-22,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-019,2025-11-21,Vadodara,S&T,30.4,High,Low,0,0,0,1,0
SEG-020,2024-01-01,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-01-31,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-03-01,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-03-31,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-04-30,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-05-30,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-06-29,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2024-07-29,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2024-08-28,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2024-09-27,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2024-10-27,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-11-26,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2024-12-26,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-01-25,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-02-24,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-03-26,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-04-25,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-05-25,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-06-24,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2025-07-24,Vadodara,Track,38.5,Low,High,0,1,0,1,1
SEG-020,2025-08-23,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2025-09-22,Vadodara,Track,38.5,Low,High,0,0,0,1,1
SEG-020,2025-10-22,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-020,2025-11-21,Vadodara,Track,38.5,Low,High,0,0,0,1,0
SEG-021,2024-01-01,Vadodara,Track,22.8,High,Medium,0,0,0,1,0
SEG-021,2024-01-31,Vadodara,Track,22.8,High,Medium,0,0,0,1,0
SEG-021,2024-03-01,Vadodara,Track,22.8,High,Medium,0,1,0,1,0
SEG-021,2024-03-31,Vadodara,Track,22.8,High,Medium,0,0,0,1,0
SEG-021,2024-04-30,Vadodara,Track,22.8,High,Medium,0,0,0,1,0
SEG-021,2024-05-30,Vadodara,Track,22.8,High,Medium,0,0,0,1,0
SEG-021,2024-06-29,Vadodara,Track,22.8,High,Medium,0,0,0,1,1
SEG-021,2024-07-29,Vadodara,Track,22.8,High,Medium,0,0,1,1,1
SEG-021,2024-08-28,Vadodara,Track,22.8,High,Medium,0,0,0,0,1
SEG-021,2024-09-27,Vadodara,Track,22.8,High,Medium,0,0,0,0,1
SEG-021,2024-10-27,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2024-11-26,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2024-12-26,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-01-25,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-02-24,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-03-26,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-04-25,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-05-25,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-06-24,Vadodara,Track,22.8,High,Medium,0,0,0,0,1
SEG-021,2025-07-24,Vadodara,Track,22.8,High,Medium,0,0,0,0,1
SEG-021,2025-08-23,Vadodara,Track,22.8,High,Medium,0,0,0,0,1
SEG-021,2025-09-22,Vadodara,Track,22.8,High,Medium,0,1,0,0,1
SEG-021,2025-10-22,Vadodara,Track,22.8,High,Medium,0,0,0,0,0
SEG-021,2025-11-21,Vadodara,Track,22.8,High,Medium,0,2,0,0,0
SEG-022,2024-01-01,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-01-31,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-03-01,Mumbai,Traction/OHE,27.9,High,High,0,1,0,1,0
SEG-022,2024-03-31,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-04-30,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-05-30,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-06-29,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2024-07-29,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2024-08-28,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2024-09-27,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2024-10-27,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2024-11-26,Mumbai,Traction/OHE,27.9,High,High,0,1,0,1,0
SEG-022,2024-12-26,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-01-25,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-02-24,Mumbai,Traction/OHE,27.9,High,High,0,1,0,1,0
SEG-022,2025-03-26,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-04-25,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-05-25,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-06-24,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2025-07-24,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2025-08-23,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2025-09-22,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,1
SEG-022,2025-10-22,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-022,2025-11-21,Mumbai,Traction/OHE,27.9,High,High,0,0,0,1,0
SEG-023,2024-01-01,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-01-31,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-03-01,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-03-31,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-04-30,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-05-30,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-06-29,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,1
SEG-023,2024-07-29,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,1
SEG-023,2024-08-28,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,1
SEG-023,2024-09-27,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,1
SEG-023,2024-10-27,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-11-26,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2024-12-26,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2025-01-25,Mumbai,S&T,44.6,Medium,Low,0,0,0,1,0
SEG-023,2025-02-24,Mumbai,S&T,44.6,Medium,Low,0,1,0,1,0
SEG-023,2025-03-26,Mumbai,S&T,44.6,Medium,Low,0,1,0,1,0
SEG-023,2025-04-25,Mumbai,S&T,44.6,Medium,Low,0,0,1,1,0
SEG-023,2025-05-25,Mumbai,S&T,44.6,Medium,Low,0,1,0,0,0
SEG-023,2025-06-24,Mumbai,S&T,44.6,Medium,Low,1,0,0,0,1
SEG-023,2025-07-24,Mumbai,S&T,44.6,Medium,Low,1,0,0,0,1
SEG-023,2025-08-23,Mumbai,S&T,44.6,Medium,Low,1,0,0,0,1
SEG-023,2025-09-22,Mumbai,S&T,44.6,Medium,Low,0,0,0,0,1
SEG-023,2025-10-22,Mumbai,S&T,44.6,Medium,Low,0,0,0,0,0
SEG-023,2025-11-21,Mumbai,S&T,44.6,Medium,Low,0,0,0,0,0
SEG-024,2024-01-01,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-01-31,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-03-01,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-03-31,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-04-30,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-05-30,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-06-29,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2024-07-29,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2024-08-28,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2024-09-27,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2024-10-27,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-11-26,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2024-12-26,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-01-25,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-02-24,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-03-26,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-04-25,Mumbai,Traction/OHE,24.3,Low,High,0,1,0,1,0
SEG-024,2025-05-25,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-06-24,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2025-07-24,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2025-08-23,Mumbai,Traction/OHE,24.3,Low,High,0,1,0,1,1
SEG-024,2025-09-22,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,1
SEG-024,2025-10-22,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-024,2025-11-21,Mumbai,Traction/OHE,24.3,Low,High,0,0,0,1,0
SEG-025,2024-01-01,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-01-31,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-03-01,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-03-31,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-04-30,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-05-30,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,0
SEG-025,2024-06-29,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,1
SEG-025,2024-07-29,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,1
SEG-025,2024-08-28,Mumbai,Traction/OHE,8.0,High,High,0,1,0,1,1
SEG-025,2024-09-27,Mumbai,Traction/OHE,8.0,High,High,0,0,0,1,1
SEG-025,2024-10-27,Mumbai,Traction/OHE,8.0,High,High,0,0,1,1,0
SEG-025,2024-11-26,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2024-12-26,Mumbai,Traction/OHE,8.0,High,High,0,1,0,0,0
SEG-025,2025-01-25,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-02-24,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-03-26,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-04-25,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-05-25,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-06-24,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,1
SEG-025,2025-07-24,Mumbai,Traction/OHE,8.0,High,High,0,1,0,0,1
SEG-025,2025-08-23,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,1
SEG-025,2025-09-22,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,1
SEG-025,2025-10-22,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-025,2025-11-21,Mumbai,Traction/OHE,8.0,High,High,0,0,0,0,0
SEG-026,2024-01-01,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-01-31,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-03-01,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-03-31,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-04-30,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-05-30,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-06-29,Delhi,Track,10.2,Medium,High,0,0,0,1,1
SEG-026,2024-07-29,Delhi,Track,10.2,Medium,High,0,0,0,1,1
SEG-026,2024-08-28,Delhi,Track,10.2,Medium,High,0,0,0,1,1
SEG-026,2024-09-27,Delhi,Track,10.2,Medium,High,0,0,0,1,1
SEG-026,2024-10-27,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2024-11-26,Delhi,Track,10.2,Medium,High,0,1,0,1,0
SEG-026,2024-12-26,Delhi,Track,10.2,Medium,High,0,1,0,1,0
SEG-026,2025-01-25,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2025-02-24,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2025-03-26,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2025-04-25,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2025-05-25,Delhi,Track,10.2,Medium,High,0,0,0,1,0
SEG-026,2025-06-24,Delhi,Track,10.2,Medium,High,0,0,0,1,1
SEG-026,2025-07-24,Delhi,Track,10.2,Medium,High,0,0,1,1,1
SEG-026,2025-08-23,Delhi,Track,10.2,Medium,High,0,0,0,0,1
SEG-026,2025-09-22,Delhi,Track,10.2,Medium,High,0,0,0,0,1
SEG-026,2025-10-22,Delhi,Track,10.2,Medium,High,0,0,0,0,0
SEG-026,2025-11-21,Delhi,Track,10.2,Medium,High,0,0,0,0,0
SEG-027,2024-01-01,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-01-31,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-03-01,Delhi,S&T,8.3,Low,Low,0,1,0,1,0
SEG-027,2024-03-31,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-04-30,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-05-30,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-06-29,Delhi,S&T,8.3,Low,Low,0,0,0,1,1
SEG-027,2024-07-29,Delhi,S&T,8.3,Low,Low,0,0,0,1,1
SEG-027,2024-08-28,Delhi,S&T,8.3,Low,Low,0,0,0,1,1
SEG-027,2024-09-27,Delhi,S&T,8.3,Low,Low,0,0,0,1,1
SEG-027,2024-10-27,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-11-26,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
SEG-027,2024-12-26,Delhi,S&T,8.3,Low,Low,0,0,0,1,0
