task_id,segment_id,department,min_duration_hrs,preferred_window,claimed_criticality,defect_count,avg_severity,max_severity,failure_probability_30d,risk_score,risk_normalized,evidence_score,claim_ratio,inflated_claim,claim_status,claimed_priority,auction_score,priority_score,auction_rank,segment_group,normalized_window
TASK-00378,SEG-032,Engineering,7.47,07:00-11:00,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,121,0,07:00-11:00
TASK-00513,SEG-043,Engineering,1.85,07:00-11:00,5,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,1.0,True,INFLATED,1.0,0.23152289295,23.15,128,0,07:00-11:00
TASK-00515,SEG-043,Engineering,2.39,07:00-11:00,5,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,1.0,True,INFLATED,1.0,0.23152289295,23.15,130,0,07:00-11:00
TASK-00517,SEG-043,Engineering,5.62,07:00-11:00,5,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,1.0,True,INFLATED,1.0,0.23152289295,23.15,131,0,07:00-11:00
TASK-00511,SEG-043,Engineering,7.35,07:00-11:00,5,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,1.0,True,INFLATED,1.0,0.23152289295,23.15,127,0,07:00-11:00
TASK-00514,SEG-043,Engineering,4.75,07:00-11:00,5,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,1.0,True,INFLATED,1.0,0.23152289295,23.15,129,0,07:00-11:00
TASK-00516,SEG-043,Engineering,3.56,07:00-11:00,1,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.2,False,SUPPORTED,0.2,0.2230457859,22.3,132,0,07:00-11:00
TASK-00518,SEG-043,Engineering,6.47,07:00-11:00,1,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.2,False,SUPPORTED,0.2,0.2230457859,22.3,133,0,07:00-11:00
TASK-00164,SEG-014,Engineering,7.51,07:00-11:00,3,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,0.6,False,SUPPORTED,0.6,0.18347925194899997,18.35,135,0,07:00-11:00
TASK-00165,SEG-014,Engineering,4.36,07:00-11:00,3,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,0.6,False,SUPPORTED,0.6,0.18347925194899997,18.35,136,0,07:00-11:00
TASK-00163,SEG-014,Engineering,7.68,07:00-11:00,3,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,0.6,False,SUPPORTED,0.6,0.18347925194899997,18.35,134,0,07:00-11:00
TASK-00335,SEG-028,S&T,4.89,07:00-11:00,3,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,0.6,False,SUPPORTED,0.6,0.18242819304,18.24,139,0,07:00-11:00
TASK-00330,SEG-028,S&T,6.69,07:00-11:00,3,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,0.6,False,SUPPORTED,0.6,0.18242819304,18.24,137,0,07:00-11:00
TASK-00331,SEG-028,S&T,3.56,07:00-11:00,3,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,0.6,False,SUPPORTED,0.6,0.18242819304,18.24,138,0,07:00-11:00
TASK-00238,SEG-020,Engineering,7.21,07:00-11:00,3,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.6,False,SUPPORTED,0.6,0.18225766184,18.23,141,0,07:00-11:00
TASK-00235,SEG-020,Engineering,3.07,07:00-11:00,3,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.6,False,SUPPORTED,0.6,0.18225766184,18.23,140,0,07:00-11:00
TASK-00242,SEG-020,Engineering,4.01,07:00-11:00,3,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.6,False,SUPPORTED,0.6,0.18225766184,18.23,142,0,07:00-11:00
TASK-00144,SEG-012,Electrical,7.01,07:00-11:00,3,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,0.6,False,SUPPORTED,0.6,0.181499099728,18.15,144,0,07:00-11:00
TASK-00140,SEG-012,Electrical,2.09,07:00-11:00,3,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,0.6,False,SUPPORTED,0.6,0.181499099728,18.15,143,0,07:00-11:00
TASK-00214,SEG-018,Electrical,2.4,07:00-11:00,3,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.6,False,SUPPORTED,0.6,0.18118841172800002,18.12,145,0,07:00-11:00
TASK-00219,SEG-018,Electrical,5.02,07:00-11:00,3,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.6,False,SUPPORTED,0.6,0.18118841172800002,18.12,146,0,07:00-11:00
TASK-00407,SEG-034,S&T,6.04,07:00-11:00,3,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,0.6,False,SUPPORTED,0.6,0.18100049017599998,18.1,149,0,07:00-11:00
TASK-00405,SEG-034,S&T,5.66,07:00-11:00,3,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,0.6,False,SUPPORTED,0.6,0.18100049017599998,18.1,147,0,07:00-11:00
TASK-00406,SEG-034,S&T,4.99,07:00-11:00,3,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,0.6,False,SUPPORTED,0.6,0.18100049017599998,18.1,148,0,07:00-11:00
TASK-00394,SEG-033,S&T,7.95,07:00-11:00,3,0.0,0.0,0.0,0.0013402104,0.13402104,0.0013402104,0.00080412624,0.6,False,SUPPORTED,0.6,0.180750517824,18.08,150,0,07:00-11:00
TASK-00373,SEG-031,Engineering,7.19,07:00-11:00,3,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.6,False,SUPPORTED,0.6,0.180580487264,18.06,157,0,07:00-11:00
TASK-00354,SEG-029,Electrical,4.64,07:00-11:00,3,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.6,False,SUPPORTED,0.6,0.18063853264875002,18.06,154,0,07:00-11:00
TASK-00420,SEG-035,Electrical,3.08,07:00-11:00,3,0.0,0.0,0.0,0.0009829998,0.09829998,0.0009829997999999999,0.00058979988,0.6,False,SUPPORTED,0.6,0.18055047988799997,18.06,158,0,07:00-11:00
TASK-00344,SEG-029,Electrical,6.68,07:00-11:00,3,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.6,False,SUPPORTED,0.6,0.18063853264875002,18.06,152,0,07:00-11:00
TASK-00366,SEG-031,Engineering,2.58,07:00-11:00,3,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.6,False,SUPPORTED,0.6,0.180580487264,18.06,155,0,07:00-11:00
TASK-00367,SEG-031,Engineering,7.69,07:00-11:00,3,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.6,False,SUPPORTED,0.6,0.180580487264,18.06,156,0,07:00-11:00
TASK-00109,SEG-009,S&T,3.13,07:00-11:00,3,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.6,False,SUPPORTED,0.6,0.18063853264875002,18.06,151,0,07:00-11:00
TASK-00351,SEG-029,Electrical,3.93,07:00-11:00,3,0.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.6,False,SUPPORTED,0.6,0.18063853264875002,18.06,153,0,07:00-11:00
TASK-00205,SEG-017,Electrical,4.34,07:00-11:00,3,0.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,172,0,07:00-11:00
TASK-00547,SEG-046,S&T,6.22,07:00-11:00,3,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,0.6,False,SUPPORTED,0.6,0.180537495616,18.05,179,0,07:00-11:00
TASK-00186,SEG-016,S&T,1.84,07:00-11:00,3,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,170,0,07:00-11:00
TASK-00183,SEG-016,S&T,4.97,07:00-11:00,3,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,168,0,07:00-11:00
TASK-00185,SEG-016,S&T,4.93,07:00-11:00,3,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,169,0,07:00-11:00
TASK-00116,SEG-010,S&T,5.87,07:00-11:00,3,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.6,False,SUPPORTED,0.6,0.18051546572764998,18.05,166,0,07:00-11:00
TASK-00113,SEG-010,S&T,3.17,07:00-11:00,3,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.6,False,SUPPORTED,0.6,0.18051546572764998,18.05,163,0,07:00-11:00
TASK-00114,SEG-010,S&T,4.54,07:00-11:00,3,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.6,False,SUPPORTED,0.6,0.18051546572764998,18.05,164,0,07:00-11:00
TASK-00473,SEG-040,S&T,5.04,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,174,0,07:00-11:00
TASK-00474,SEG-040,S&T,3.21,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,175,0,07:00-11:00
TASK-00121,SEG-010,S&T,6.32,07:00-11:00,3,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.6,False,SUPPORTED,0.6,0.18051546572764998,18.05,167,0,07:00-11:00
TASK-00549,SEG-046,S&T,7.15,07:00-11:00,3,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,0.6,False,SUPPORTED,0.6,0.180537495616,18.05,181,0,07:00-11:00
TASK-00115,SEG-010,S&T,3.88,07:00-11:00,3,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.6,False,SUPPORTED,0.6,0.18051546572764998,18.05,165,0,07:00-11:00
TASK-00548,SEG-046,S&T,7.3,07:00-11:00,3,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,0.6,False,SUPPORTED,0.6,0.180537495616,18.05,180,0,07:00-11:00
TASK-00468,SEG-040,S&T,2.52,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,173,0,07:00-11:00
TASK-00500,SEG-042,Electrical,3.14,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,177,0,07:00-11:00
TASK-00506,SEG-042,Electrical,3.58,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,178,0,07:00-11:00
TASK-00496,SEG-042,Electrical,5.31,07:00-11:00,3,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.6,False,SUPPORTED,0.6,0.180499477384,18.05,176,0,07:00-11:00
TASK-00079,SEG-007,Engineering,2.07,07:00-11:00,3,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,161,0,07:00-11:00
TASK-00082,SEG-007,Engineering,2.29,07:00-11:00,3,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,162,0,07:00-11:00
TASK-00076,SEG-007,Engineering,2.68,07:00-11:00,3,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,160,0,07:00-11:00
TASK-00073,SEG-007,Engineering,4.75,07:00-11:00,3,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,159,0,07:00-11:00
TASK-00556,SEG-046,S&T,2.24,07:00-11:00,3,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,0.6,False,SUPPORTED,0.6,0.180537495616,18.05,182,0,07:00-11:00
TASK-00203,SEG-017,Electrical,4.09,07:00-11:00,3,0.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.6,False,SUPPORTED,0.6,0.1805364942576,18.05,171,0,07:00-11:00
TASK-00155,SEG-013,Engineering,2.34,07:00-11:00,3,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,0.6,False,SUPPORTED,0.6,0.18043241979199998,18.04,183,0,07:00-11:00
TASK-00572,SEG-048,Electrical,2.83,07:00-11:00,3,2.0,0.0,0.0,0.0007775426,0.07775426,0.0007775426000000001,0.00046652556,0.6,False,SUPPORTED,0.6,0.18043542385599998,18.04,193,0,07:00-11:00
TASK-00285,SEG-024,Electrical,7.95,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,189,0,07:00-11:00
TASK-00277,SEG-024,Electrical,6.87,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,186,0,07:00-11:00
TASK-00158,SEG-013,Engineering,1.64,07:00-11:00,3,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,0.6,False,SUPPORTED,0.6,0.18043241979199998,18.04,184,0,07:00-11:00
TASK-00288,SEG-024,Electrical,6.42,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,190,0,07:00-11:00
TASK-00289,SEG-024,Electrical,3.97,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,191,0,07:00-11:00
TASK-00290,SEG-024,Electrical,1.71,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,192,0,07:00-11:00
TASK-00284,SEG-024,Electrical,1.71,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,188,0,07:00-11:00
TASK-00282,SEG-024,Electrical,4.07,07:00-11:00,3,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.6,False,SUPPORTED,0.6,0.18041943551235,18.04,187,0,07:00-11:00
TASK-00159,SEG-013,Engineering,4.34,07:00-11:00,3,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,0.6,False,SUPPORTED,0.6,0.18043241979199998,18.04,185,0,07:00-11:00
TASK-00578,SEG-048,Electrical,2.28,07:00-11:00,3,2.0,0.0,0.0,0.0007775426,0.07775426,0.0007775426000000001,0.00046652556,0.6,False,SUPPORTED,0.6,0.18043542385599998,18.04,194,0,07:00-11:00
TASK-00535,SEG-045,S&T,3.0,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,223,0,07:00-11:00
TASK-00539,SEG-045,S&T,6.8,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,225,0,07:00-11:00
TASK-00537,SEG-045,S&T,2.12,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,224,0,07:00-11:00
TASK-00267,SEG-023,Electrical,5.19,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,209,0,07:00-11:00
TASK-00435,SEG-037,Engineering,6.85,07:00-11:00,3,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,215,0,07:00-11:00
TASK-00425,SEG-036,Electrical,7.83,07:00-11:00,3,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.6,False,SUPPORTED,0.6,0.1802692985512,18.03,214,0,07:00-11:00
TASK-00424,SEG-036,Electrical,1.79,07:00-11:00,3,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.6,False,SUPPORTED,0.6,0.1802692985512,18.03,213,0,07:00-11:00
TASK-00449,SEG-038,Engineering,7.66,07:00-11:00,3,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,0.6,False,SUPPORTED,0.6,0.180257282256,18.03,219,0,07:00-11:00
TASK-00444,SEG-037,Engineering,2.67,07:00-11:00,3,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,217,0,07:00-11:00
TASK-00445,SEG-037,Engineering,6.76,07:00-11:00,3,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,218,0,07:00-11:00
TASK-00276,SEG-023,Electrical,2.5,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,212,0,07:00-11:00
TASK-00270,SEG-023,Electrical,5.88,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,210,0,07:00-11:00
TASK-00275,SEG-023,Electrical,5.65,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,211,0,07:00-11:00
TASK-00437,SEG-037,Engineering,7.38,07:00-11:00,3,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,216,0,07:00-11:00
TASK-00252,SEG-021,S&T,4.37,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,208,0,07:00-11:00
TASK-00453,SEG-038,Engineering,5.31,07:00-11:00,3,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,0.6,False,SUPPORTED,0.6,0.180257282256,18.03,220,0,07:00-11:00
TASK-00248,SEG-021,S&T,3.5,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,207,0,07:00-11:00
TASK-00455,SEG-038,Engineering,7.84,07:00-11:00,3,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,0.6,False,SUPPORTED,0.6,0.180257282256,18.03,221,0,07:00-11:00
TASK-00222,SEG-019,Engineering,7.25,07:00-11:00,3,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,203,0,07:00-11:00
TASK-00228,SEG-019,Engineering,4.97,07:00-11:00,3,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,204,0,07:00-11:00
TASK-00229,SEG-019,Engineering,5.78,07:00-11:00,3,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,205,0,07:00-11:00
TASK-00131,SEG-011,Electrical,4.6,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,198,0,07:00-11:00
TASK-00456,SEG-038,Engineering,3.56,07:00-11:00,3,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,0.6,False,SUPPORTED,0.6,0.180257282256,18.03,222,0,07:00-11:00
TASK-00132,SEG-011,Electrical,1.78,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,199,0,07:00-11:00
TASK-00180,SEG-015,S&T,3.69,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,202,0,07:00-11:00
TASK-00124,SEG-011,Electrical,4.09,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,195,0,07:00-11:00
TASK-00129,SEG-011,Electrical,5.8,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,197,0,07:00-11:00
TASK-00126,SEG-011,Electrical,7.93,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,196,0,07:00-11:00
TASK-00585,SEG-049,Engineering,5.85,07:00-11:00,3,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,229,0,07:00-11:00
TASK-00570,SEG-047,Electrical,6.75,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,228,0,07:00-11:00
TASK-00231,SEG-019,Engineering,4.21,07:00-11:00,3,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.6,False,SUPPORTED,0.6,0.1802833175581,18.03,206,0,07:00-11:00
TASK-00176,SEG-015,S&T,5.86,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,201,0,07:00-11:00
TASK-00561,SEG-047,Electrical,1.53,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,226,0,07:00-11:00
TASK-00563,SEG-047,Electrical,4.02,07:00-11:00,3,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,227,0,07:00-11:00
TASK-00134,SEG-011,Electrical,6.13,07:00-11:00,3,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.6,False,SUPPORTED,0.6,0.1802843189216,18.03,200,0,07:00-11:00
TASK-00065,SEG-006,Electrical,3.97,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,230,0,07:00-11:00
TASK-00597,SEG-050,Engineering,6.47,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,237,0,07:00-11:00
TASK-00091,SEG-008,Engineering,7.06,07:00-11:00,3,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,232,0,07:00-11:00
TASK-00070,SEG-006,Electrical,5.33,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,231,0,07:00-11:00
TASK-00308,SEG-026,Engineering,5.1,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,236,0,07:00-11:00
TASK-00305,SEG-026,Engineering,3.97,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,235,0,07:00-11:00
TASK-00260,SEG-022,S&T,2.21,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,233,0,07:00-11:00
TASK-00266,SEG-022,S&T,2.71,07:00-11:00,3,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.6,False,SUPPORTED,0.6,0.1802222681048,18.02,234,0,07:00-11:00
TASK-00520,SEG-044,Engineering,7.3,07:00-11:00,3,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,0.6,False,SUPPORTED,0.6,0.180141191484,18.01,242,0,07:00-11:00
TASK-00531,SEG-044,Engineering,4.74,07:00-11:00,3,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,0.6,False,SUPPORTED,0.6,0.180141191484,18.01,243,0,07:00-11:00
TASK-00519,SEG-044,Engineering,4.29,07:00-11:00,3,2.0,0.0,0.0,0.00025212765,0.025212765,0.00025212765,0.00015127659,0.6,False,SUPPORTED,0.6,0.180141191484,18.01,241,0,07:00-11:00
TASK-00298,SEG-025,Engineering,7.02,07:00-11:00,3,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,0.6,False,SUPPORTED,0.6,0.18014619827040002,18.01,240,0,07:00-11:00
TASK-00295,SEG-025,Engineering,4.89,07:00-11:00,3,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,0.6,False,SUPPORTED,0.6,0.18014619827040002,18.01,238,0,07:00-11:00
TASK-00296,SEG-025,Engineering,5.91,07:00-11:00,3,1.0,0.0,0.0,0.00026106834,0.026106834,0.00026106834,0.000156641004,0.6,False,SUPPORTED,0.6,0.18014619827040002,18.01,239,0,07:00-11:00
TASK-00485,SEG-041,Electrical,3.22,07:00-11:00,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,False,SUPPORTED,0.6,0.18,18.0,244,0,07:00-11:00
TASK-00488,SEG-041,Electrical,3.7,07:00-11:00,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,False,SUPPORTED,0.6,0.18,18.0,245,0,07:00-11:00
TASK-00166,SEG-014,Engineering,4.8,07:00-11:00,5,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,1.0,True,INFLATED,1.0,0.1517396259745,15.17,247,0,07:00-11:00
TASK-00161,SEG-014,Engineering,4.81,07:00-11:00,5,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,1.0,True,INFLATED,1.0,0.1517396259745,15.17,246,0,07:00-11:00
TASK-00337,SEG-028,S&T,3.14,07:00-11:00,5,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,1.0,True,INFLATED,1.0,0.15121409651999998,15.12,250,0,07:00-11:00
