task_id,segment_id,department,min_duration_hrs,preferred_window,claimed_criticality,defect_count,avg_severity,max_severity,failure_probability_30d,risk_score,risk_normalized,evidence_score,claim_ratio,inflated_claim,claim_status,claimed_priority,auction_score,priority_score,auction_rank,segment_group,normalized_window
TASK-00596,SEG-050,Engineering,3.83,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,368,0,07:00-11:00
TASK-00594,SEG-050,Engineering,4.15,07:00-11:00,5,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,1.0,True,INFLATED,1.0,0.15011113405239998,15.01,367,0,07:00-11:00
TASK-00592,SEG-049,Engineering,6.81,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,366,0,07:00-11:00
TASK-00591,SEG-049,Engineering,2.84,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,365,0,07:00-11:00
TASK-00590,SEG-049,Engineering,1.93,07:00-11:00,5,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,1.0,True,INFLATED,1.0,0.15014165877905,15.01,364,0,07:00-11:00
TASK-00006,SEG-001,Engineering,6.37,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,374,0,07:00-11:00
TASK-00007,SEG-001,Engineering,1.66,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,375,0,07:00-11:00
TASK-00008,SEG-001,Engineering,2.53,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,376,0,07:00-11:00
TASK-00009,SEG-001,Engineering,6.81,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,377,0,07:00-11:00
TASK-00010,SEG-001,Engineering,1.65,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,378,0,07:00-11:00
TASK-00382,SEG-032,Engineering,7.68,07:00-11:00,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,392,0,07:00-11:00
TASK-00388,SEG-032,Engineering,3.46,07:00-11:00,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,394,0,07:00-11:00
TASK-00383,SEG-032,Engineering,5.63,07:00-11:00,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,393,0,07:00-11:00
TASK-00491,SEG-041,Electrical,6.44,07:00-11:00,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,396,0,07:00-11:00
TASK-00482,SEG-041,Electrical,7.07,07:00-11:00,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,395,0,07:00-11:00
TASK-00025,SEG-003,S&T,4.47,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,381,0,07:00-11:00
TASK-00024,SEG-003,S&T,2.92,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,380,0,07:00-11:00
TASK-00002,SEG-001,Engineering,7.87,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,370,0,07:00-11:00
TASK-00001,SEG-001,Engineering,5.62,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,369,0,07:00-11:00
TASK-00004,SEG-001,Engineering,5.09,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,372,0,07:00-11:00
TASK-00033,SEG-003,S&T,6.36,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,389,0,07:00-11:00
TASK-00031,SEG-003,S&T,2.84,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,387,0,07:00-11:00
TASK-00032,SEG-003,S&T,3.97,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,388,0,07:00-11:00
TASK-00026,SEG-003,S&T,5.48,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,382,0,07:00-11:00
TASK-00027,SEG-003,S&T,6.33,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,383,0,07:00-11:00
TASK-00028,SEG-003,S&T,4.65,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,384,0,07:00-11:00
TASK-00035,SEG-003,S&T,6.96,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,391,0,07:00-11:00
TASK-00034,SEG-003,S&T,4.33,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,390,0,07:00-11:00
TASK-00023,SEG-003,S&T,2.46,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,379,0,07:00-11:00
TASK-00003,SEG-001,Engineering,1.99,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,371,0,07:00-11:00
TASK-00005,SEG-001,Engineering,2.87,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,373,0,07:00-11:00
TASK-00030,SEG-003,S&T,6.09,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,386,0,07:00-11:00
TASK-00492,SEG-041,Electrical,3.52,07:00-11:00,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,397,0,07:00-11:00
TASK-00029,SEG-003,S&T,3.68,07:00-11:00,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,INFLATED,1.0,0.15,15.0,385,0,07:00-11:00
